duelist_id,duelist,pool,card_id,card,weight,chance_percent
6,Villager 3,B/C/D,142,Flame Manipulator,18,0.8789
6,Villager 3,B/C/D,152,The Melting Red Shadow,18,0.8789
6,Villager 3,B/C/D,154,Fire Reaper,18,0.8789
6,Villager 3,B/C/D,155,Larvas,18,0.8789
6,Villager 3,B/C/D,162,Tainted Wisdom,18,0.8789
6,Villager 3,B/C/D,167,Ancient Jar,18,0.8789
6,Villager 3,B/C/D,169,Dark King of the Abyss,18,0.8789
6,Villager 3,B/C/D,172,Armaill,18,0.8789
6,Villager 3,B/C/D,177,Monsturtle,24,1.1719
6,Villager 3,B/C/D,178,Claw Reacher,18,0.8789
6,Villager 3,B/C/D,180,Arlownay,18,0.8789
6,Villager 3,B/C/D,181,Dark Shade,18,0.8789
6,Villager 3,B/C/D,190,Akakieisu,18,0.8789
6,Villager 3,B/C/D,191,LaLa Li-oon,18,0.8789
6,Villager 3,B/C/D,197,Mech Mole Zombie,18,0.8789
6,Villager 3,B/C/D,199,Penguin Knight,18,0.8789
6,Villager 3,B/C/D,203,Phantom Ghost,18,0.8789
6,Villager 3,B/C/D,205,Dorover,18,0.8789
6,Villager 3,B/C/D,206,Twin Long Rods #1,18,0.8789
6,Villager 3,B/C/D,211,Kaminarikozou,18,0.8789
6,Villager 3,B/C/D,215,Flame Ghost,36,1.7578
6,Villager 3,B/C/D,219,Solitude,18,0.8789
6,Villager 3,B/C/D,227,Hitodenchak,18,0.8789
6,Villager 3,B/C/D,228,Wood Remains,36,1.7578
6,Villager 3,B/C/D,231,Wood Clown,18,0.8789
6,Villager 3,B/C/D,237,Haniwa,18,0.8789
6,Villager 3,B/C/D,243,Water Element,18,0.8789
6,Villager 3,B/C/D,244,Dissolverock,36,1.7578
6,Villager 3,B/C/D,250,Hyo,18,0.8789
6,Villager 3,B/C/D,253,Angelwitch,18,0.8789
6,Villager 3,B/C/D,257,Stone Armadiller,36,1.7578
6,Villager 3,B/C/D,260,Lunar Queen Elzaim,18,0.8789
6,Villager 3,B/C/D,262,The Little Swordsman of Aile,18,0.8789
6,Villager 3,B/C/D,263,Rock Ogre Grotto #2,36,1.7578
6,Villager 3,B/C/D,264,Wing Egg Elf,18,0.8789
6,Villager 3,B/C/D,265,The Furious Sea King,18,0.8789
6,Villager 3,B/C/D,269,Versago the Destroyer,18,0.8789
6,Villager 3,B/C/D,270,Wetha,36,1.7578
6,Villager 3,B/C/D,276,Ray & Temperature,18,0.8789
6,Villager 3,B/C/D,279,King Fog,18,0.8789
6,Villager 3,B/C/D,282,Mystical Sheep #2,18,0.8789
6,Villager 3,B/C/D,283,Holograh,18,0.8789
6,Villager 3,B/C/D,289,Change Slime,18,0.8789
6,Villager 3,B/C/D,292,Psychic Kappa,18,0.8789
6,Villager 3,B/C/D,295,Bio Plant,18,0.8789
6,Villager 3,B/C/D,296,One-eyed Shield Dragon,18,0.8789
6,Villager 3,B/C/D,298,Wicked Dragon with the Ersatz Head,18,0.8789
6,Villager 3,B/C/D,304,Axe of Despair,24,1.1719
6,Villager 3,B/C/D,335,Yami,48,2.3438
6,Villager 3,B/C/D,393,Zone Eater,16,0.7812
6,Villager 3,B/C/D,394,Steel Scorpion,16,0.7812
6,Villager 3,B/C/D,398,Ooguchi,18,0.8789
6,Villager 3,B/C/D,432,Waterdragon Fairy,36,1.7578
6,Villager 3,B/C/D,444,Turu-Purun,18,0.8789
6,Villager 3,B/C/D,446,Aqua Snake,36,1.7578
6,Villager 3,B/C/D,451,Kanikabuto,18,0.8789
6,Villager 3,B/C/D,452,Zarigun,18,0.8789
6,Villager 3,B/C/D,461,Bolt Penguin,36,1.7578
6,Villager 3,B/C/D,463,Electric Snake,18,0.8789
6,Villager 3,B/C/D,478,Insect Soldiers of the Sky,18,0.8789
6,Villager 3,B/C/D,484,Ameba,18,0.8789
6,Villager 3,B/C/D,503,Turtle Raccoon,18,0.8789
6,Villager 3,B/C/D,516,Muka Muka,18,0.8789
6,Villager 3,B/C/D,524,Star Boy,18,0.8789
6,Villager 3,B/C/D,548,Bone Mouse,18,0.8789
6,Villager 3,B/C/D,549,Frog The Jam,18,0.8789
6,Villager 3,B/C/D,556,The Wandering Doomed,18,0.8789
6,Villager 3,B/C/D,558,Pot the Trick,18,0.8789
6,Villager 3,B/C/D,568,Anthrosaurus,18,0.8789
6,Villager 3,B/C/D,573,Little D,18,0.8789
6,Villager 3,B/C/D,585,Mechanical Snail,18,0.8789
6,Villager 3,B/C/D,588,Living Vase,16,0.7812
6,Villager 3,B/C/D,591,Morphing Jar,18,0.8789
6,Villager 3,B/C/D,592,Muse-A,16,0.7812
6,Villager 3,B/C/D,602,Penguin Soldier,18,0.8789
6,Villager 3,B/C/D,605,Liquid Beast,18,0.8789
6,Villager 3,B/C/D,606,Twin Long Rods #2,18,0.8789
6,Villager 3,B/C/D,612,Lady of Faith,18,0.8789
6,Villager 3,B/C/D,629,Armored Rat,18,0.8789
6,Villager 3,B/C/D,642,Mystical Sheep #1,18,0.8789
6,Villager 3,B/C/D,652,Magical Labyrinth,26,1.2695
6,Villager 3,S/A TEC,4,Baby Dragon,15,0.7324
6,Villager 3,S/A TEC,9,Shadow Specter,15,0.7324
6,Villager 3,S/A TEC,20,Left Arm of the Forbidden One,4,0.1953
6,Villager 3,S/A TEC,24,Skull Servant,15,0.7324
6,Villager 3,S/A TEC,45,Oscillo Hero #2,15,0.7324
6,Villager 3,S/A TEC,47,Torike,15,0.7324
6,Villager 3,S/A TEC,96,Armored Zombie,15,0.7324
6,Villager 3,S/A TEC,97,Dragon Zombie,15,0.7324
6,Villager 3,S/A TEC,98,Clown Zombie,17,0.8301
6,Villager 3,S/A TEC,108,Graveyard and the Hand of Invitation,17,0.8301
6,Villager 3,S/A TEC,133,Charubin the Fire Knight,17,0.8301
6,Villager 3,S/A TEC,135,Fiend's Hand,17,0.8301
6,Villager 3,S/A TEC,139,Blue-eyed Silver Zombie,17,0.8301
6,Villager 3,S/A TEC,140,Toad Master,20,0.9766
6,Villager 3,S/A TEC,142,Flame Manipulator,17,0.8301
6,Villager 3,S/A TEC,152,The Melting Red Shadow,17,0.8301
6,Villager 3,S/A TEC,154,Fire Reaper,17,0.8301
6,Villager 3,S/A TEC,155,Larvas,17,0.8301
6,Villager 3,S/A TEC,167,Ancient Jar,17,0.8301
6,Villager 3,S/A TEC,177,Monsturtle,26,1.2695
6,Villager 3,S/A TEC,178,Claw Reacher,16,0.7812
6,Villager 3,S/A TEC,180,Arlownay,16,0.7812
6,Villager 3,S/A TEC,190,Akakieisu,16,0.7812
6,Villager 3,S/A TEC,191,LaLa Li-oon,16,0.7812
6,Villager 3,S/A TEC,197,Mech Mole Zombie,16,0.7812
6,Villager 3,S/A TEC,199,Penguin Knight,16,0.7812
6,Villager 3,S/A TEC,203,Phantom Ghost,16,0.7812
6,Villager 3,S/A TEC,205,Dorover,16,0.7812
6,Villager 3,S/A TEC,206,Twin Long Rods #1,16,0.7812
6,Villager 3,S/A TEC,211,Kaminarikozou,16,0.7812
6,Villager 3,S/A TEC,215,Flame Ghost,26,1.2695
6,Villager 3,S/A TEC,227,Hitodenchak,16,0.7812
6,Villager 3,S/A TEC,228,Wood Remains,26,1.2695
6,Villager 3,S/A TEC,237,Haniwa,16,0.7812
6,Villager 3,S/A TEC,243,Water Element,16,0.7812
6,Villager 3,S/A TEC,244,Dissolverock,26,1.2695
6,Villager 3,S/A TEC,253,Angelwitch,16,0.7812
6,Villager 3,S/A TEC,260,Lunar Queen Elzaim,16,0.7812
6,Villager 3,S/A TEC,264,Wing Egg Elf,16,0.7812
6,Villager 3,S/A TEC,265,The Furious Sea King,16,0.7812
6,Villager 3,S/A TEC,270,Wetha,26,1.2695
6,Villager 3,S/A TEC,279,King Fog,16,0.7812
6,Villager 3,S/A TEC,282,Mystical Sheep #2,16,0.7812
6,Villager 3,S/A TEC,283,Holograh,16,0.7812
6,Villager 3,S/A TEC,289,Change Slime,16,0.7812
6,Villager 3,S/A TEC,290,Moon Envoy,16,0.7812
6,Villager 3,S/A TEC,292,Psychic Kappa,16,0.7812
6,Villager 3,S/A TEC,295,Bio Plant,16,0.7812
6,Villager 3,S/A TEC,298,Wicked Dragon with the Ersatz Head,16,0.7812
6,Villager 3,S/A TEC,304,Axe of Despair,32,1.5625
6,Villager 3,S/A TEC,306,Insect Armor with Laser Cannon,32,1.5625
6,Villager 3,S/A TEC,317,Cyber Shield,32,1.5625
6,Villager 3,S/A TEC,319,Mystical Moon,32,1.5625
6,Villager 3,S/A TEC,321,Malevolent Nuzzler,32,1.5625
6,Villager 3,S/A TEC,326,Raise Body Heat,32,1.5625
6,Villager 3,S/A TEC,331,Wasteland,32,1.5625
6,Villager 3,S/A TEC,334,Umi,32,1.5625
6,Villager 3,S/A TEC,335,Yami,48,2.3438
6,Villager 3,S/A TEC,336,Dark Hole,32,1.5625
6,Villager 3,S/A TEC,338,Mooyan Curry,32,1.5625
6,Villager 3,S/A TEC,339,Red Medicine,32,1.5625
6,Villager 3,S/A TEC,340,Goblin's Secret Remedy,32,1.5625
6,Villager 3,S/A TEC,345,Final Flame,32,1.5625
6,Villager 3,S/A TEC,350,Dark-piercing Light,32,1.5625
6,Villager 3,S/A TEC,393,Zone Eater,16,0.7812
6,Villager 3,S/A TEC,394,Steel Scorpion,12,0.5859
6,Villager 3,S/A TEC,398,Ooguchi,16,0.7812
6,Villager 3,S/A TEC,432,Waterdragon Fairy,26,1.2695
6,Villager 3,S/A TEC,444,Turu-Purun,16,0.7812
6,Villager 3,S/A TEC,446,Aqua Snake,26,1.2695
6,Villager 3,S/A TEC,451,Kanikabuto,16,0.7812
6,Villager 3,S/A TEC,452,Zarigun,16,0.7812
6,Villager 3,S/A TEC,461,Bolt Penguin,26,1.2695
6,Villager 3,S/A TEC,463,Electric Snake,16,0.7812
6,Villager 3,S/A TEC,478,Insect Soldiers of the Sky,16,0.7812
6,Villager 3,S/A TEC,484,Ameba,16,0.7812
6,Villager 3,S/A TEC,503,Turtle Raccoon,16,0.7812
6,Villager 3,S/A TEC,516,Muka Muka,16,0.7812
6,Villager 3,S/A TEC,524,Star Boy,16,0.7812
6,Villager 3,S/A TEC,548,Bone Mouse,16,0.7812
6,Villager 3,S/A TEC,549,Frog The Jam,16,0.7812
6,Villager 3,S/A TEC,556,The Wandering Doomed,16,0.7812
6,Villager 3,S/A TEC,558,Pot the Trick,16,0.7812
6,Villager 3,S/A TEC,568,Anthrosaurus,16,0.7812
6,Villager 3,S/A TEC,573,Little D,16,0.7812
6,Villager 3,S/A TEC,585,Mechanical Snail,16,0.7812
6,Villager 3,S/A TEC,588,Living Vase,12,0.5859
6,Villager 3,S/A TEC,591,Morphing Jar,16,0.7812
6,Villager 3,S/A TEC,592,Muse-A,12,0.5859
6,Villager 3,S/A TEC,602,Penguin Soldier,16,0.7812
6,Villager 3,S/A TEC,605,Liquid Beast,16,0.7812
6,Villager 3,S/A TEC,606,Twin Long Rods #2,16,0.7812
6,Villager 3,S/A TEC,612,Lady of Faith,16,0.7812
6,Villager 3,S/A TEC,652,Magical Labyrinth,26,1.2695
6,Villager 3,S/A TEC,655,Cursebreaker,23,1.123
6,Villager 3,S/A TEC,683,Bear Trap,32,1.5625
6,Villager 3,S/A TEC,684,Invisible Wire,32,1.5625
6,Villager 3,S/A TEC,687,Goblin Fan,32,1.5625
6,Villager 3,S/A TEC,688,Bad Reaction to Simochi,32,1.5625
6,Villager 3,S/A TEC,690,Fake Trap,32,1.5625
6,Villager 3,S/A TEC,693,Contruct of Mask,32,1.5625
6,Villager 3,deck,4,Baby Dragon,18,0.8789
6,Villager 3,deck,9,Shadow Specter,1,0.0488
6,Villager 3,deck,24,Skull Servant,1,0.0488
6,Villager 3,deck,28,Rock Ogre Grotto #1,20,0.9766
6,Villager 3,deck,29,Mountain Warrior,10,0.4883
6,Villager 3,deck,30,Zombie Warrior,4,0.1953
6,Villager 3,deck,40,Dragon Piper,10,0.4883
6,Villager 3,deck,45,Oscillo Hero #2,4,0.1953
6,Villager 3,deck,47,Torike,20,0.9766
6,Villager 3,deck,48,Sangan,10,0.4883
6,Villager 3,deck,59,Mammoth Graveyard,10,0.4883
6,Villager 3,deck,61,Wolf,10,0.4883
6,Villager 3,deck,65,Silver Fang,10,0.4883
6,Villager 3,deck,96,Armored Zombie,4,0.1953
6,Villager 3,deck,97,Dragon Zombie,20,0.9766
6,Villager 3,deck,98,Clown Zombie,1,0.0488
6,Villager 3,deck,100,Battle Warrior,18,0.8789
6,Villager 3,deck,108,Graveyard and the Hand of Invitation,20,0.9766
6,Villager 3,deck,113,Dark Gray,18,0.8789
6,Villager 3,deck,114,White Magical Hat,18,0.8789
6,Villager 3,deck,116,Nightmare Scorpion,18,0.8789
6,Villager 3,deck,118,Supporter in the Shadows,10,0.4883
6,Villager 3,deck,132,The 13th Grave,4,0.1953
6,Villager 3,deck,133,Charubin the Fire Knight,18,0.8789
6,Villager 3,deck,135,Fiend's Hand,1,0.0488
6,Villager 3,deck,138,Dragon Statue,10,0.4883
6,Villager 3,deck,139,Blue-eyed Silver Zombie,20,0.9766
6,Villager 3,deck,140,Toad Master,20,0.9766
6,Villager 3,deck,141,Spiked Snail,10,0.4883
6,Villager 3,deck,142,Flame Manipulator,18,0.8789
6,Villager 3,deck,143,Necrolancer the Timelord,18,0.8789
6,Villager 3,deck,144,Djinn the Watcher of the Wind,10,0.4883
6,Villager 3,deck,146,Temple of Skulls,1,0.0488
6,Villager 3,deck,152,The Melting Red Shadow,1,0.0488
6,Villager 3,deck,153,Dokuroizo the Grim Reaper,4,0.1953
6,Villager 3,deck,154,Fire Reaper,1,0.0488
6,Villager 3,deck,155,Larvas,20,0.9766
6,Villager 3,deck,167,Ancient Jar,1,0.0488
6,Villager 3,deck,169,Dark King of the Abyss,10,0.4883
6,Villager 3,deck,172,Armaill,10,0.4883
6,Villager 3,deck,173,Dark Prisoner,10,0.4883
6,Villager 3,deck,175,Ancient Brain,18,0.8789
6,Villager 3,deck,177,Monsturtle,40,1.9531
6,Villager 3,deck,178,Claw Reacher,20,0.9766
6,Villager 3,deck,180,Arlownay,20,0.9766
6,Villager 3,deck,181,Dark Shade,10,0.4883
6,Villager 3,deck,188,Synchar,18,0.8789
6,Villager 3,deck,189,Fusionist,10,0.4883
6,Villager 3,deck,190,Akakieisu,20,0.9766
6,Villager 3,deck,191,LaLa Li-oon,1,0.0488
6,Villager 3,deck,196,Arma Knight,1,0.0488
6,Villager 3,deck,197,Mech Mole Zombie,1,0.0488
6,Villager 3,deck,199,Penguin Knight,38,1.8555
6,Villager 3,deck,203,Phantom Ghost,1,0.0488
6,Villager 3,deck,205,Dorover,38,1.8555
6,Villager 3,deck,206,Twin Long Rods #1,20,0.9766
6,Villager 3,deck,211,Kaminarikozou,1,0.0488
6,Villager 3,deck,215,Flame Ghost,46,2.2461
6,Villager 3,deck,218,Two-mouth Darkruler,8,0.3906
6,Villager 3,deck,224,Trap Master,8,0.3906
6,Villager 3,deck,226,Skull Stalker,16,0.7812
6,Villager 3,deck,227,Hitodenchak,1,0.0488
6,Villager 3,deck,228,Wood Remains,38,1.8555
6,Villager 3,deck,231,Wood Clown,8,0.3906
6,Villager 3,deck,237,Haniwa,1,0.0488
6,Villager 3,deck,239,Vishwar Randi,8,0.3906
6,Villager 3,deck,241,Dark Assailant,1,0.0488
6,Villager 3,deck,243,Water Element,20,0.9766
6,Villager 3,deck,244,Dissolverock,38,1.8555
6,Villager 3,deck,247,Root Water,16,0.7812
6,Villager 3,deck,250,Hyo,8,0.3906
6,Villager 3,deck,252,Nekogal #1,8,0.3906
6,Villager 3,deck,253,Angelwitch,20,0.9766
6,Villager 3,deck,257,Stone Armadiller,20,0.9766
6,Villager 3,deck,258,Beastking of the Swamps,2,0.0977
6,Villager 3,deck,260,Lunar Queen Elzaim,16,0.7812
6,Villager 3,deck,263,Rock Ogre Grotto #2,2,0.0977
6,Villager 3,deck,264,Wing Egg Elf,20,0.9766
6,Villager 3,deck,265,The Furious Sea King,2,0.0977
6,Villager 3,deck,266,Princess of Tsurugi,8,0.3906
6,Villager 3,deck,269,Versago the Destroyer,8,0.3906
6,Villager 3,deck,270,Wetha,38,1.8555
6,Villager 3,deck,276,Ray & Temperature,8,0.3906
6,Villager 3,deck,277,Gorgon Egg,8,0.3906
6,Villager 3,deck,279,King Fog,16,0.7812
6,Villager 3,deck,282,Mystical Sheep #2,20,0.9766
6,Villager 3,deck,283,Holograh,20,0.9766
6,Villager 3,deck,288,Dark Artist,8,0.3906
6,Villager 3,deck,289,Change Slime,1,0.0488
6,Villager 3,deck,292,Psychic Kappa,1,0.0488
6,Villager 3,deck,295,Bio Plant,16,0.7812
6,Villager 3,deck,296,One-eyed Shield Dragon,8,0.3906
6,Villager 3,deck,298,Wicked Dragon with the Ersatz Head,20,0.9766
6,Villager 3,deck,300,Kurama,8,0.3906
6,Villager 3,deck,339,Red Medicine,64,3.125
6,Villager 3,deck,345,Final Flame,32,1.5625
6,Villager 3,deck,359,Three-legged Zombies,38,1.8555
6,Villager 3,deck,361,Flying Penguin,1,0.0488
6,Villager 3,deck,367,Jirai Gumo,1,0.0488
6,Villager 3,deck,387,Mystic Lamp,2,0.0977
6,Villager 3,deck,393,Zone Eater,1,0.0488
6,Villager 3,deck,394,Steel Scorpion,2,0.0977
6,Villager 3,deck,395,Dancing Elf,2,0.0977
6,Villager 3,deck,397,Leghul,2,0.0977
6,Villager 3,deck,398,Ooguchi,1,0.0488
6,Villager 3,deck,399,Swordsman from a Foreign Land,2,0.0977
6,Villager 3,deck,402,Monster Eye,2,0.0977
6,Villager 3,deck,410,Mechanical Spider,2,0.0977
6,Villager 3,deck,411,Bat,2,0.0977
6,Villager 3,deck,417,Blast Juggler,16,0.7812
6,Villager 3,deck,422,Jinzo #7,2,0.0977
6,Villager 3,deck,429,Goddess of Whim,12,0.5859
6,Villager 3,deck,430,Water Magician,1,0.0488
6,Villager 3,deck,431,Ice Water,6,0.293
6,Villager 3,deck,432,Waterdragon Fairy,46,2.2461
6,Villager 3,deck,435,Water Girl,1,0.0488
6,Villager 3,deck,444,Turu-Purun,1,0.0488
6,Villager 3,deck,445,Guardian of the Sea,1,0.0488
6,Villager 3,deck,446,Aqua Snake,30,1.4648
6,Villager 3,deck,450,Kappa Avenger,2,0.0977
6,Villager 3,deck,451,Kanikabuto,6,0.293
6,Villager 3,deck,452,Zarigun,1,0.0488
6,Villager 3,deck,455,Barrel Rock,1,0.0488
6,Villager 3,deck,457,Stone Ghost,1,0.0488
6,Villager 3,deck,461,Bolt Penguin,38,1.8555
6,Villager 3,deck,463,Electric Snake,38,1.8555
6,Villager 3,deck,474,Sea Kamen,1,0.0488
6,Villager 3,deck,477,Alinsection,12,0.5859
6,Villager 3,deck,478,Insect Soldiers of the Sky,20,0.9766
6,Villager 3,deck,479,Cockroach Knight,16,0.7812
6,Villager 3,deck,481,Burglar,12,0.5859
6,Villager 3,deck,484,Ameba,1,0.0488
6,Villager 3,deck,489,Barrel Lily,16,0.7812
6,Villager 3,deck,503,Turtle Raccoon,20,0.9766
6,Villager 3,deck,505,Prisman,46,2.2461
6,Villager 3,deck,516,Muka Muka,1,0.0488
6,Villager 3,deck,524,Star Boy,1,0.0488
6,Villager 3,deck,530,Eldeen,12,0.5859
6,Villager 3,deck,534,Minar,8,0.3906
6,Villager 3,deck,537,Mega Thunderball,1,0.0488
6,Villager 3,deck,538,Niwatori,16,0.7812
6,Villager 3,deck,539,Corroding Shark,46,2.2461
6,Villager 3,deck,548,Bone Mouse,1,0.0488
6,Villager 3,deck,549,Frog The Jam,1,0.0488
6,Villager 3,deck,550,Behegon,1,0.0488
6,Villager 3,deck,556,The Wandering Doomed,1,0.0488
6,Villager 3,deck,558,Pot the Trick,1,0.0488
6,Villager 3,deck,559,Oscillo Hero,12,0.5859
6,Villager 3,deck,568,Anthrosaurus,16,0.7812
6,Villager 3,deck,569,Drooling Lizard,16,0.7812
6,Villager 3,deck,573,Little D,20,0.9766
6,Villager 3,deck,580,Patrol Robo,8,0.3906
6,Villager 3,deck,583,Weather Report,1,0.0488
6,Villager 3,deck,585,Mechanical Snail,20,0.9766
6,Villager 3,deck,588,Living Vase,8,0.3906
6,Villager 3,deck,590,Beaked Snake,16,0.7812
6,Villager 3,deck,591,Morphing Jar,1,0.0488
6,Villager 3,deck,592,Muse-A,16,0.7812
6,Villager 3,deck,599,Violent Rain,1,0.0488
6,Villager 3,deck,602,Penguin Soldier,1,0.0488
6,Villager 3,deck,605,Liquid Beast,44,2.1484
6,Villager 3,deck,606,Twin Long Rods #2,6,0.293
6,Villager 3,deck,610,Electric Lizard,30,1.4648
6,Villager 3,deck,612,Lady of Faith,16,0.7812
6,Villager 3,deck,615,Armored Starfish,1,0.0488
6,Villager 3,deck,634,Night Lizard,1,0.0488
6,Villager 3,deck,640,Acid Crawler,8,0.3906
6,Villager 3,deck,646,Gruesome Goo,20,0.9766
6,Villager 3,deck,647,Hyosube,1,0.0488
7,Seto,S/A POW,8,Mushroom Man,44,2.1484
7,Seto,S/A POW,19,Right Arm of the Forbidden One,5,0.2441
7,Seto,S/A POW,40,Dragon Piper,21,1.0254
7,Seto,S/A POW,50,Basic Insect,20,0.9766
7,Seto,S/A POW,75,Man-eating Plant,116,5.6641
7,Seto,S/A POW,76,Krokodilus,44,2.1484
7,Seto,S/A POW,98,Clown Zombie,20,0.9766
7,Seto,S/A POW,101,Wings of Wicked Flame,44,2.1484
7,Seto,S/A POW,104,Curtain of the Dark Ones,20,0.9766
7,Seto,S/A POW,107,Kageningen,20,0.9766
7,Seto,S/A POW,122,Yamatano Dragon Scroll,20,0.9766
7,Seto,S/A POW,123,Dark Plant,20,0.9766
7,Seto,S/A POW,130,Weather Control,20,0.9766
7,Seto,S/A POW,133,Charubin the Fire Knight,20,0.9766
7,Seto,S/A POW,134,Mystical Capture Chain,20,0.9766
7,Seto,S/A POW,135,Fiend's Hand,20,0.9766
7,Seto,S/A POW,137,Mystery Hand,20,0.9766
7,Seto,S/A POW,145,The Bewitching Phantom Thief,20,0.9766
7,Seto,S/A POW,152,The Melting Red Shadow,20,0.9766
7,Seto,S/A POW,154,Fire Reaper,20,0.9766
7,Seto,S/A POW,157,Firegrass,44,2.1484
7,Seto,S/A POW,158,Man Eater,44,2.1484
7,Seto,S/A POW,159,Dig Beak,20,0.9766
7,Seto,S/A POW,174,Hurricail,20,0.9766
7,Seto,S/A POW,176,Fire Eye,44,2.1484
7,Seto,S/A POW,179,Phantom Dewan,20,0.9766
7,Seto,S/A POW,180,Arlownay,20,0.9766
7,Seto,S/A POW,182,Masked Clown,20,0.9766
7,Seto,S/A POW,183,Lucky Trinket,20,0.9766
7,Seto,S/A POW,185,Eyearmor,20,0.9766
7,Seto,S/A POW,191,LaLa Li-oon,20,0.9766
7,Seto,S/A POW,195,Doron,20,0.9766
7,Seto,S/A POW,198,Happy Lover,20,0.9766
7,Seto,S/A POW,200,Petit Dragon,20,0.9766
7,Seto,S/A POW,202,Air Marmot of Nefariousness,20,0.9766
7,Seto,S/A POW,203,Phantom Ghost,20,0.9766
7,Seto,S/A POW,207,Droll Bird,21,1.0254
7,Seto,S/A POW,209,Winged Cleaver,21,1.0254
7,Seto,S/A POW,210,Hinotama Soul,38,1.8555
7,Seto,S/A POW,211,Kaminarikozou,21,1.0254
7,Seto,S/A POW,212,Meotoko,21,1.0254
7,Seto,S/A POW,214,Kagemusha of the Blue Flame,21,1.0254
7,Seto,S/A POW,222,Midnight Fiend,21,1.0254
7,Seto,S/A POW,227,Hitodenchak,21,1.0254
7,Seto,S/A POW,229,Hourglass of Life,21,1.0254
7,Seto,S/A POW,232,Madjinn Gunn,21,1.0254
7,Seto,S/A POW,237,Haniwa,21,1.0254
7,Seto,S/A POW,242,Candle of Fate,21,1.0254
7,Seto,S/A POW,245,Meda Bat,21,1.0254
7,Seto,S/A POW,254,Embryonic Beast,21,1.0254
7,Seto,S/A POW,261,Wicked Mirror,21,1.0254
7,Seto,S/A POW,268,Sectarian of Secrets,21,1.0254
7,Seto,S/A POW,273,Ancient Tree of Enlightenment,21,1.0254
7,Seto,S/A POW,274,Green Phantom King,21,1.0254
7,Seto,S/A POW,285,Serpent Marauder,21,1.0254
7,Seto,S/A POW,291,Fireyarou,21,1.0254
7,Seto,S/A POW,292,Psychic Kappa,21,1.0254
7,Seto,S/A POW,330,Forest,34,1.6602
7,Seto,S/A POW,343,Sparks,16,0.7812
7,Seto,S/A POW,420,Cyber-Stein,21,1.0254
7,Seto,S/A POW,452,Zarigun,21,1.0254
7,Seto,S/A POW,476,Ganigumo,21,1.0254
7,Seto,S/A POW,486,Boo Koo,21,1.0254
7,Seto,S/A POW,488,Rainbow Flower,21,1.0254
7,Seto,S/A POW,492,Hoshiningen,21,1.0254
7,Seto,S/A POW,501,Man-eater Bug,21,1.0254
7,Seto,S/A POW,506,Gale Dogra,21,1.0254
7,Seto,S/A POW,510,Laughing Flower,44,2.1484
7,Seto,S/A POW,524,Star Boy,21,1.0254
7,Seto,S/A POW,536,Mechaleon,21,1.0254
7,Seto,S/A POW,540,Skelengel,21,1.0254
7,Seto,S/A POW,544,Dharma Cannon,21,1.0254
7,Seto,S/A POW,547,Griggle,21,1.0254
7,Seto,S/A POW,549,Frog The Jam,21,1.0254
7,Seto,S/A POW,556,The Wandering Doomed,21,1.0254
7,Seto,S/A POW,567,Darkworld Thorns,21,1.0254
7,Seto,S/A POW,579,Abyss Flower,44,2.1484
7,Seto,S/A POW,589,Tentacle Plant,44,2.1484
7,Seto,S/A POW,591,Morphing Jar,21,1.0254
7,Seto,S/A POW,598,Little Chimera,21,1.0254
7,Seto,S/A POW,602,Penguin Soldier,21,1.0254
7,Seto,S/A POW,609,Bladefly,21,1.0254
7,Seto,S/A POW,611,Hiro's Shadow Scout,21,1.0254
7,Seto,S/A POW,620,Snakeyashi,21,1.0254
7,Seto,B/C/D,8,Mushroom Man,42,2.0508
7,Seto,B/C/D,19,Right Arm of the Forbidden One,5,0.2441
7,Seto,B/C/D,50,Basic Insect,21,1.0254
7,Seto,B/C/D,75,Man-eating Plant,115,5.6152
7,Seto,B/C/D,98,Clown Zombie,21,1.0254
7,Seto,B/C/D,101,Wings of Wicked Flame,42,2.0508
7,Seto,B/C/D,104,Curtain of the Dark Ones,21,1.0254
7,Seto,B/C/D,107,Kageningen,21,1.0254
7,Seto,B/C/D,122,Yamatano Dragon Scroll,21,1.0254
7,Seto,B/C/D,123,Dark Plant,21,1.0254
7,Seto,B/C/D,130,Weather Control,21,1.0254
7,Seto,B/C/D,133,Charubin the Fire Knight,21,1.0254
7,Seto,B/C/D,134,Mystical Capture Chain,21,1.0254
7,Seto,B/C/D,135,Fiend's Hand,21,1.0254
7,Seto,B/C/D,137,Mystery Hand,21,1.0254
7,Seto,B/C/D,145,The Bewitching Phantom Thief,21,1.0254
7,Seto,B/C/D,152,The Melting Red Shadow,21,1.0254
7,Seto,B/C/D,154,Fire Reaper,21,1.0254
7,Seto,B/C/D,157,Firegrass,42,2.0508
7,Seto,B/C/D,158,Man Eater,42,2.0508
7,Seto,B/C/D,159,Dig Beak,21,1.0254
7,Seto,B/C/D,174,Hurricail,21,1.0254
7,Seto,B/C/D,176,Fire Eye,38,1.8555
7,Seto,B/C/D,179,Phantom Dewan,21,1.0254
7,Seto,B/C/D,180,Arlownay,21,1.0254
7,Seto,B/C/D,182,Masked Clown,21,1.0254
7,Seto,B/C/D,183,Lucky Trinket,21,1.0254
7,Seto,B/C/D,185,Eyearmor,21,1.0254
7,Seto,B/C/D,191,LaLa Li-oon,21,1.0254
7,Seto,B/C/D,195,Doron,21,1.0254
7,Seto,B/C/D,198,Happy Lover,21,1.0254
