material_a_id,material_a,material_b_id,material_b,result_id,result
94,Crawling Dragon,152,The Melting Red Shadow,73,Kairyu-shin
94,Crawling Dragon,153,Dokuroizo the Grim Reaper,545,Skelgon
94,Crawling Dragon,154,Fire Reaper,545,Skelgon
94,Crawling Dragon,156,Hard Armor,11,Sword Arm of Dragon
94,Crawling Dragon,157,Firegrass,571,B. Dragon Jungle King
94,Crawling Dragon,158,Man Eater,571,B. Dragon Jungle King
94,Crawling Dragon,160,M-warrior #1,11,Sword Arm of Dragon
94,Crawling Dragon,161,M-warrior #2,11,Sword Arm of Dragon
94,Crawling Dragon,165,The Judgement Hand,11,Sword Arm of Dragon
94,Crawling Dragon,166,Mysterious Puppeteer,11,Sword Arm of Dragon
94,Crawling Dragon,167,Ancient Jar,426,Stone D.
94,Crawling Dragon,172,Armaill,11,Sword Arm of Dragon
94,Crawling Dragon,177,Monsturtle,73,Kairyu-shin
94,Crawling Dragon,180,Arlownay,571,B. Dragon Jungle King
94,Crawling Dragon,182,Masked Clown,11,Sword Arm of Dragon
94,Crawling Dragon,185,Eyearmor,11,Sword Arm of Dragon
94,Crawling Dragon,191,LaLa Li-oon,613,Twin-headed Thunder Dragon
94,Crawling Dragon,193,Turtle Tiger,73,Kairyu-shin
94,Crawling Dragon,195,Doron,11,Sword Arm of Dragon
94,Crawling Dragon,196,Arma Knight,73,Kairyu-shin
94,Crawling Dragon,197,Mech Mole Zombie,545,Skelgon
94,Crawling Dragon,199,Penguin Knight,73,Kairyu-shin
94,Crawling Dragon,203,Phantom Ghost,545,Skelgon
94,Crawling Dragon,205,Dorover,73,Kairyu-shin
94,Crawling Dragon,206,Twin Long Rods #1,73,Kairyu-shin
94,Crawling Dragon,211,Kaminarikozou,613,Twin-headed Thunder Dragon
94,Crawling Dragon,214,Kagemusha of the Blue Flame,11,Sword Arm of Dragon
94,Crawling Dragon,215,Flame Ghost,545,Skelgon
94,Crawling Dragon,224,Trap Master,11,Sword Arm of Dragon
94,Crawling Dragon,225,Fiend Sword,11,Sword Arm of Dragon
94,Crawling Dragon,226,Skull Stalker,11,Sword Arm of Dragon
94,Crawling Dragon,227,Hitodenchak,73,Kairyu-shin
94,Crawling Dragon,228,Wood Remains,545,Skelgon
94,Crawling Dragon,231,Wood Clown,11,Sword Arm of Dragon
94,Crawling Dragon,234,Beautiful Headhuntress,11,Sword Arm of Dragon
94,Crawling Dragon,235,Wodan the Resident of the Forest,11,Sword Arm of Dragon
94,Crawling Dragon,236,Guardian of the Labyrinth,11,Sword Arm of Dragon
94,Crawling Dragon,237,Haniwa,426,Stone D.
94,Crawling Dragon,238,Yashinoki,571,B. Dragon Jungle King
94,Crawling Dragon,239,Vishwar Randi,11,Sword Arm of Dragon
94,Crawling Dragon,241,Dark Assailant,545,Skelgon
94,Crawling Dragon,243,Water Element,73,Kairyu-shin
94,Crawling Dragon,244,Dissolverock,426,Stone D.
94,Crawling Dragon,249,Water Omotics,73,Kairyu-shin
94,Crawling Dragon,250,Hyo,11,Sword Arm of Dragon
94,Crawling Dragon,256,Dimensional Warrior,11,Sword Arm of Dragon
94,Crawling Dragon,257,Stone Armadiller,426,Stone D.
94,Crawling Dragon,258,Beastking of the Swamps,73,Kairyu-shin
94,Crawling Dragon,262,The Little Swordsman of Aile,11,Sword Arm of Dragon
94,Crawling Dragon,263,Rock Ogre Grotto #2,426,Stone D.
94,Crawling Dragon,265,The Furious Sea King,73,Kairyu-shin
94,Crawling Dragon,266,Princess of Tsurugi,11,Sword Arm of Dragon
94,Crawling Dragon,267,Unknown Warrior of Fiend,11,Sword Arm of Dragon
94,Crawling Dragon,270,Wetha,73,Kairyu-shin
94,Crawling Dragon,273,Ancient Tree of Enlightenment,571,B. Dragon Jungle King
94,Crawling Dragon,274,Green Phantom King,571,B. Dragon Jungle King
94,Crawling Dragon,275,Ground Attacker Bugroth,409,Metal Dragon
94,Crawling Dragon,280,Protector of the Throne,11,Sword Arm of Dragon
94,Crawling Dragon,283,Holograh,409,Metal Dragon
94,Crawling Dragon,286,Gatekeeper,409,Metal Dragon
94,Crawling Dragon,289,Change Slime,73,Kairyu-shin
94,Crawling Dragon,290,Moon Envoy,11,Sword Arm of Dragon
94,Crawling Dragon,292,Psychic Kappa,73,Kairyu-shin
94,Crawling Dragon,293,Masaki the Legendary Swordsman,11,Sword Arm of Dragon
94,Crawling Dragon,294,Dragoness the Wicked Knight,11,Sword Arm of Dragon
94,Crawling Dragon,297,Cyber Soldier of Darkworld,409,Metal Dragon
94,Crawling Dragon,299,Sonic Maid,11,Sword Arm of Dragon
94,Crawling Dragon,329,Dragon Capture Jar,97,Dragon Zombie
94,Crawling Dragon,351,Yaranzo,545,Skelgon
94,Crawling Dragon,352,Kanan the Swordmistress,11,Sword Arm of Dragon
94,Crawling Dragon,354,Stuffed Animal,11,Sword Arm of Dragon
94,Crawling Dragon,355,Megasonic Eye,409,Metal Dragon
94,Crawling Dragon,359,Three-legged Zombies,545,Skelgon
94,Crawling Dragon,361,Flying Penguin,73,Kairyu-shin
94,Crawling Dragon,362,Millennium Shield,11,Sword Arm of Dragon
94,Crawling Dragon,366,Labyrinth Wall,426,Stone D.
94,Crawling Dragon,368,Shadow Ghoul,545,Skelgon
94,Crawling Dragon,369,Wall Shadow,11,Sword Arm of Dragon
94,Crawling Dragon,371,Sanga of the Thunder,613,Twin-headed Thunder Dragon
94,Crawling Dragon,388,Pendulum Machine,409,Metal Dragon
94,Crawling Dragon,393,Zone Eater,73,Kairyu-shin
94,Crawling Dragon,394,Steel Scorpion,409,Metal Dragon
94,Crawling Dragon,398,Ooguchi,73,Kairyu-shin
94,Crawling Dragon,399,Swordsman from a Foreign Land,11,Sword Arm of Dragon
94,Crawling Dragon,405,Saber Slasher,409,Metal Dragon
94,Crawling Dragon,406,Yaiba Robo,409,Metal Dragon
94,Crawling Dragon,408,Giant Mech-soldier,409,Metal Dragon
94,Crawling Dragon,410,Mechanical Spider,409,Metal Dragon
94,Crawling Dragon,411,Bat,409,Metal Dragon
94,Crawling Dragon,412,Giga-tech Wolf,409,Metal Dragon
94,Crawling Dragon,413,Cyber Soldier,409,Metal Dragon
94,Crawling Dragon,414,Shovel Crusher,409,Metal Dragon
94,Crawling Dragon,416,Blocker,409,Metal Dragon
94,Crawling Dragon,417,Blast Juggler,409,Metal Dragon
94,Crawling Dragon,418,Golgoil,409,Metal Dragon
94,Crawling Dragon,419,Giganto,409,Metal Dragon
94,Crawling Dragon,420,Cyber-Stein,409,Metal Dragon
94,Crawling Dragon,421,Cyber Commander,409,Metal Dragon
94,Crawling Dragon,422,Jinzo #7,409,Metal Dragon
94,Crawling Dragon,423,Dice Armadillo,409,Metal Dragon
94,Crawling Dragon,425,Thunder Dragon,613,Twin-headed Thunder Dragon
94,Crawling Dragon,430,Water Magician,73,Kairyu-shin
94,Crawling Dragon,431,Ice Water,73,Kairyu-shin
94,Crawling Dragon,432,Waterdragon Fairy,73,Kairyu-shin
94,Crawling Dragon,435,Water Girl,73,Kairyu-shin
94,Crawling Dragon,438,Metal Fish,409,Metal Dragon
94,Crawling Dragon,441,Mech Bass,409,Metal Dragon
94,Crawling Dragon,444,Turu-Purun,73,Kairyu-shin
94,Crawling Dragon,445,Guardian of the Sea,73,Kairyu-shin
94,Crawling Dragon,446,Aqua Snake,73,Kairyu-shin
94,Crawling Dragon,449,"30,000-Year White Turtle",73,Kairyu-shin
94,Crawling Dragon,450,Kappa Avenger,73,Kairyu-shin
94,Crawling Dragon,451,Kanikabuto,73,Kairyu-shin
94,Crawling Dragon,452,Zarigun,73,Kairyu-shin
94,Crawling Dragon,454,Destroyer Golem,426,Stone D.
94,Crawling Dragon,455,Barrel Rock,426,Stone D.
94,Crawling Dragon,456,Minomushi Warrior,426,Stone D.
94,Crawling Dragon,457,Stone Ghost,426,Stone D.
94,Crawling Dragon,458,Kaminari Attack,613,Twin-headed Thunder Dragon
94,Crawling Dragon,459,Tripwire Beast,613,Twin-headed Thunder Dragon
94,Crawling Dragon,460,Bolt Escargot,613,Twin-headed Thunder Dragon
94,Crawling Dragon,461,Bolt Penguin,613,Twin-headed Thunder Dragon
94,Crawling Dragon,462,The Immortal of Thunder,613,Twin-headed Thunder Dragon
94,Crawling Dragon,463,Electric Snake,613,Twin-headed Thunder Dragon
94,Crawling Dragon,469,Armed Ninja,11,Sword Arm of Dragon
94,Crawling Dragon,470,Magical Ghost,545,Skelgon
94,Crawling Dragon,474,Sea Kamen,73,Kairyu-shin
94,Crawling Dragon,484,Ameba,73,Kairyu-shin
94,Crawling Dragon,488,Rainbow Flower,571,B. Dragon Jungle King
94,Crawling Dragon,489,Barrel Lily,571,B. Dragon Jungle King
94,Crawling Dragon,497,Yado Karu,73,Kairyu-shin
94,Crawling Dragon,502,D. Human,11,Sword Arm of Dragon
94,Crawling Dragon,503,Turtle Raccoon,73,Kairyu-shin
94,Crawling Dragon,505,Prisman,426,Stone D.
94,Crawling Dragon,508,Cyber Saurus,409,Metal Dragon
94,Crawling Dragon,510,Laughing Flower,571,B. Dragon Jungle King
94,Crawling Dragon,511,Bean Soldier,571,B. Dragon Jungle King
94,Crawling Dragon,512,Cannon Soldier,409,Metal Dragon
94,Crawling Dragon,513,Guardian of the Throne Room,409,Metal Dragon
94,Crawling Dragon,514,Brave Scizzar,409,Metal Dragon
94,Crawling Dragon,515,The Statue of Easter Island,426,Stone D.
94,Crawling Dragon,516,Muka Muka,426,Stone D.
94,Crawling Dragon,517,Sand Stone,426,Stone D.
94,Crawling Dragon,518,Boulder Tortoise,73,Kairyu-shin
94,Crawling Dragon,519,Fire Kraken,73,Kairyu-shin
94,Crawling Dragon,520,Turtle Bird,443,Sea King Dragon
94,Crawling Dragon,524,Star Boy,73,Kairyu-shin
94,Crawling Dragon,537,Mega Thunderball,613,Twin-headed Thunder Dragon
94,Crawling Dragon,539,Corroding Shark,545,Skelgon
94,Crawling Dragon,544,Dharma Cannon,409,Metal Dragon
94,Crawling Dragon,545,Skelgon,39,Curse of Dragon
94,Crawling Dragon,547,Griggle,571,B. Dragon Jungle King
94,Crawling Dragon,548,Bone Mouse,545,Skelgon
94,Crawling Dragon,549,Frog The Jam,73,Kairyu-shin
94,Crawling Dragon,550,Behegon,73,Kairyu-shin
94,Crawling Dragon,553,Mushroom Man #2,11,Sword Arm of Dragon
94,Crawling Dragon,554,Lava Battleguard,11,Sword Arm of Dragon
94,Crawling Dragon,556,The Wandering Doomed,545,Skelgon
94,Crawling Dragon,557,Steel Ogre Grotto #1,409,Metal Dragon
94,Crawling Dragon,558,Pot the Trick,426,Stone D.
94,Crawling Dragon,559,Oscillo Hero,11,Sword Arm of Dragon
94,Crawling Dragon,567,Darkworld Thorns,571,B. Dragon Jungle King
94,Crawling Dragon,579,Abyss Flower,571,B. Dragon Jungle King
94,Crawling Dragon,580,Patrol Robo,409,Metal Dragon
94,Crawling Dragon,583,Weather Report,73,Kairyu-shin
94,Crawling Dragon,585,Mechanical Snail,409,Metal Dragon
94,Crawling Dragon,586,Greenkappa,11,Sword Arm of Dragon
94,Crawling Dragon,588,Living Vase,571,B. Dragon Jungle King
94,Crawling Dragon,589,Tentacle Plant,571,B. Dragon Jungle King
94,Crawling Dragon,591,Morphing Jar,426,Stone D.
94,Crawling Dragon,593,Giant Turtle Who Feeds on Flames,73,Kairyu-shin
94,Crawling Dragon,594,Rose Spectre of Dunn,571,B. Dragon Jungle King
94,Crawling Dragon,596,Ghoul with an Appetite,545,Skelgon
94,Crawling Dragon,599,Violent Rain,73,Kairyu-shin
94,Crawling Dragon,602,Penguin Soldier,73,Kairyu-shin
94,Crawling Dragon,605,Liquid Beast,73,Kairyu-shin
94,Crawling Dragon,606,Twin Long Rods #2,73,Kairyu-shin
94,Crawling Dragon,610,Electric Lizard,613,Twin-headed Thunder Dragon
94,Crawling Dragon,615,Armored Starfish,73,Kairyu-shin
94,Crawling Dragon,620,Snakeyashi,571,B. Dragon Jungle King
94,Crawling Dragon,621,Succubus Knight,11,Sword Arm of Dragon
94,Crawling Dragon,623,The Thing That Hides in the Mud,426,Stone D.
94,Crawling Dragon,624,High Tide Gyojin,73,Kairyu-shin
94,Crawling Dragon,625,Fairy of the Fountain,73,Kairyu-shin
94,Crawling Dragon,632,Stone Ogre Grotto,426,Stone D.
94,Crawling Dragon,634,Night Lizard,73,Kairyu-shin
94,Crawling Dragon,635,Queen's Double,11,Sword Arm of Dragon
94,Crawling Dragon,637,Trent,571,B. Dragon Jungle King
94,Crawling Dragon,638,Queen of Autumn Leaves,571,B. Dragon Jungle King
94,Crawling Dragon,641,Invader of the Throne,11,Sword Arm of Dragon
94,Crawling Dragon,643,Disk Magician,409,Metal Dragon
94,Crawling Dragon,646,Gruesome Goo,73,Kairyu-shin
94,Crawling Dragon,647,Hyosube,73,Kairyu-shin
94,Crawling Dragon,648,Machine Attacker,409,Metal Dragon
94,Crawling Dragon,649,Hibikime,11,Sword Arm of Dragon
94,Crawling Dragon,719,Dokurorider,39,Curse of Dragon
95,Crass Clown,103,Job-change Mirror,22,Summoned Skull
95,Crass Clown,180,Arlownay,594,Rose Spectre of Dunn
95,Crass Clown,285,Serpent Marauder,471,Soul Hunter
95,Crass Clown,345,Final Flame,98,Clown Zombie
95,Crass Clown,381,Toon Alligator,471,Soul Hunter
95,Crass Clown,400,Emperor of the Land and Sea,471,Soul Hunter
95,Crass Clown,475,Sinister Serpent,471,Soul Hunter
95,Crass Clown,536,Mechaleon,471,Soul Hunter
95,Crass Clown,566,Yormungarde,471,Soul Hunter
95,Crass Clown,569,Drooling Lizard,471,Soul Hunter
95,Crass Clown,590,Beaked Snake,471,Soul Hunter
95,Crass Clown,630,Ancient Lizard Warrior,471,Soul Hunter
96,Armored Zombie,97,Dragon Zombie,545,Skelgon
96,Armored Zombie,122,Yamatano Dragon Scroll,97,Dragon Zombie
96,Armored Zombie,123,Dark Plant,99,Pumpking the King of Ghosts
96,Armored Zombie,138,Dragon Statue,97,Dragon Zombie
96,Armored Zombie,157,Firegrass,99,Pumpking the King of Ghosts
96,Armored Zombie,158,Man Eater,99,Pumpking the King of Ghosts
96,Armored Zombie,168,Darkfire Dragon,97,Dragon Zombie
96,Armored Zombie,180,Arlownay,99,Pumpking the King of Ghosts
96,Armored Zombie,200,Petit Dragon,97,Dragon Zombie
96,Armored Zombie,238,Yashinoki,99,Pumpking the King of Ghosts
96,Armored Zombie,273,Ancient Tree of Enlightenment,99,Pumpking the King of Ghosts
96,Armored Zombie,274,Green Phantom King,99,Pumpking the King of Ghosts
96,Armored Zombie,296,One-eyed Shield Dragon,97,Dragon Zombie
96,Armored Zombie,298,Wicked Dragon with the Ersatz Head,97,Dragon Zombie
96,Armored Zombie,353,Takriminos,97,Dragon Zombie
96,Armored Zombie,357,Yamadron,545,Skelgon
96,Armored Zombie,409,Metal Dragon,39,Curse of Dragon
96,Armored Zombie,424,Sky Dragon,39,Curse of Dragon
96,Armored Zombie,425,Thunder Dragon,545,Skelgon
96,Armored Zombie,448,Spike Seadra,545,Skelgon
96,Armored Zombie,488,Rainbow Flower,99,Pumpking the King of Ghosts
96,Armored Zombie,489,Barrel Lily,99,Pumpking the King of Ghosts
96,Armored Zombie,510,Laughing Flower,99,Pumpking the King of Ghosts
96,Armored Zombie,511,Bean Soldier,99,Pumpking the King of Ghosts
96,Armored Zombie,545,Skelgon,39,Curse of Dragon
96,Armored Zombie,547,Griggle,99,Pumpking the King of Ghosts
96,Armored Zombie,555,Tyhone #2,39,Curse of Dragon
96,Armored Zombie,561,Lesser Dragon,97,Dragon Zombie
96,Armored Zombie,567,Darkworld Thorns,99,Pumpking the King of Ghosts
96,Armored Zombie,579,Abyss Flower,99,Pumpking the King of Ghosts
96,Armored Zombie,588,Living Vase,99,Pumpking the King of Ghosts
96,Armored Zombie,589,Tentacle Plant,99,Pumpking the King of Ghosts
96,Armored Zombie,603,Fairy Dragon,97,Dragon Zombie
96,Armored Zombie,620,Snakeyashi,99,Pumpking the King of Ghosts
96,Armored Zombie,637,Trent,99,Pumpking the King of Ghosts
96,Armored Zombie,656,Eternal Rest,302,Sword of Dark Destruction
96,Armored Zombie,712,Meteor Dragon,39,Curse of Dragon
97,Dragon Zombie,97,Dragon Zombie,545,Skelgon
97,Dragon Zombie,98,Clown Zombie,545,Skelgon
97,Dragon Zombie,99,Pumpking the King of Ghosts,39,Curse of Dragon
97,Dragon Zombie,100,Battle Warrior,11,Sword Arm of Dragon
97,Dragon Zombie,107,Kageningen,11,Sword Arm of Dragon
97,Dragon Zombie,108,Graveyard and the Hand of Invitation,545,Skelgon
97,Dragon Zombie,110,Hero of the East,11,Sword Arm of Dragon
97,Dragon Zombie,118,Supporter in the Shadows,11,Sword Arm of Dragon
97,Dragon Zombie,120,Dream Clown,11,Sword Arm of Dragon
97,Dragon Zombie,122,Yamatano Dragon Scroll,545,Skelgon
97,Dragon Zombie,123,Dark Plant,99,Pumpking the King of Ghosts
97,Dragon Zombie,124,Ancient Tool,409,Metal Dragon
97,Dragon Zombie,127,Ansatsu,11,Sword Arm of Dragon
97,Dragon Zombie,131,Octoberser,73,Kairyu-shin
97,Dragon Zombie,132,The 13th Grave,545,Skelgon
97,Dragon Zombie,135,Fiend's Hand,545,Skelgon
97,Dragon Zombie,138,Dragon Statue,545,Skelgon
97,Dragon Zombie,139,Blue-eyed Silver Zombie,545,Skelgon
97,Dragon Zombie,140,Toad Master,73,Kairyu-shin
97,Dragon Zombie,146,Temple of Skulls,545,Skelgon
97,Dragon Zombie,147,Monster Egg,11,Sword Arm of Dragon
97,Dragon Zombie,150,Akihiron,73,Kairyu-shin
97,Dragon Zombie,151,Rhaimundos of the Red Sword,11,Sword Arm of Dragon
97,Dragon Zombie,152,The Melting Red Shadow,73,Kairyu-shin
97,Dragon Zombie,153,Dokuroizo the Grim Reaper,545,Skelgon
97,Dragon Zombie,154,Fire Reaper,545,Skelgon
97,Dragon Zombie,156,Hard Armor,11,Sword Arm of Dragon
97,Dragon Zombie,157,Firegrass,99,Pumpking the King of Ghosts
97,Dragon Zombie,158,Man Eater,99,Pumpking the King of Ghosts
97,Dragon Zombie,160,M-warrior #1,11,Sword Arm of Dragon
97,Dragon Zombie,161,M-warrior #2,11,Sword Arm of Dragon
97,Dragon Zombie,165,The Judgement Hand,11,Sword Arm of Dragon
97,Dragon Zombie,166,Mysterious Puppeteer,11,Sword Arm of Dragon
97,Dragon Zombie,167,Ancient Jar,426,Stone D.
97,Dragon Zombie,168,Darkfire Dragon,545,Skelgon
97,Dragon Zombie,172,Armaill,11,Sword Arm of Dragon
97,Dragon Zombie,177,Monsturtle,73,Kairyu-shin
97,Dragon Zombie,180,Arlownay,99,Pumpking the King of Ghosts
97,Dragon Zombie,182,Masked Clown,11,Sword Arm of Dragon
97,Dragon Zombie,185,Eyearmor,11,Sword Arm of Dragon
97,Dragon Zombie,191,LaLa Li-oon,613,Twin-headed Thunder Dragon
97,Dragon Zombie,193,Turtle Tiger,73,Kairyu-shin
97,Dragon Zombie,195,Doron,11,Sword Arm of Dragon
97,Dragon Zombie,196,Arma Knight,73,Kairyu-shin
97,Dragon Zombie,197,Mech Mole Zombie,545,Skelgon
97,Dragon Zombie,199,Penguin Knight,73,Kairyu-shin
97,Dragon Zombie,200,Petit Dragon,545,Skelgon
97,Dragon Zombie,203,Phantom Ghost,545,Skelgon
97,Dragon Zombie,205,Dorover,73,Kairyu-shin
97,Dragon Zombie,206,Twin Long Rods #1,73,Kairyu-shin
97,Dragon Zombie,211,Kaminarikozou,613,Twin-headed Thunder Dragon
97,Dragon Zombie,214,Kagemusha of the Blue Flame,11,Sword Arm of Dragon
97,Dragon Zombie,215,Flame Ghost,545,Skelgon
97,Dragon Zombie,224,Trap Master,11,Sword Arm of Dragon
97,Dragon Zombie,225,Fiend Sword,11,Sword Arm of Dragon
97,Dragon Zombie,226,Skull Stalker,11,Sword Arm of Dragon
97,Dragon Zombie,227,Hitodenchak,73,Kairyu-shin
97,Dragon Zombie,228,Wood Remains,545,Skelgon
97,Dragon Zombie,231,Wood Clown,11,Sword Arm of Dragon
97,Dragon Zombie,234,Beautiful Headhuntress,11,Sword Arm of Dragon
97,Dragon Zombie,235,Wodan the Resident of the Forest,11,Sword Arm of Dragon
97,Dragon Zombie,236,Guardian of the Labyrinth,11,Sword Arm of Dragon
97,Dragon Zombie,237,Haniwa,426,Stone D.
97,Dragon Zombie,238,Yashinoki,99,Pumpking the King of Ghosts
97,Dragon Zombie,239,Vishwar Randi,11,Sword Arm of Dragon
97,Dragon Zombie,241,Dark Assailant,545,Skelgon
97,Dragon Zombie,243,Water Element,73,Kairyu-shin
97,Dragon Zombie,244,Dissolverock,426,Stone D.
97,Dragon Zombie,249,Water Omotics,73,Kairyu-shin
97,Dragon Zombie,250,Hyo,11,Sword Arm of Dragon
97,Dragon Zombie,256,Dimensional Warrior,11,Sword Arm of Dragon
97,Dragon Zombie,257,Stone Armadiller,426,Stone D.
97,Dragon Zombie,258,Beastking of the Swamps,73,Kairyu-shin
97,Dragon Zombie,262,The Little Swordsman of Aile,11,Sword Arm of Dragon
97,Dragon Zombie,263,Rock Ogre Grotto #2,426,Stone D.
97,Dragon Zombie,265,The Furious Sea King,73,Kairyu-shin
97,Dragon Zombie,266,Princess of Tsurugi,11,Sword Arm of Dragon
97,Dragon Zombie,267,Unknown Warrior of Fiend,11,Sword Arm of Dragon
97,Dragon Zombie,270,Wetha,73,Kairyu-shin
97,Dragon Zombie,273,Ancient Tree of Enlightenment,99,Pumpking the King of Ghosts
97,Dragon Zombie,274,Green Phantom King,99,Pumpking the King of Ghosts
97,Dragon Zombie,275,Ground Attacker Bugroth,409,Metal Dragon
97,Dragon Zombie,280,Protector of the Throne,11,Sword Arm of Dragon
97,Dragon Zombie,283,Holograh,409,Metal Dragon
97,Dragon Zombie,286,Gatekeeper,409,Metal Dragon
97,Dragon Zombie,289,Change Slime,73,Kairyu-shin
97,Dragon Zombie,290,Moon Envoy,11,Sword Arm of Dragon
97,Dragon Zombie,292,Psychic Kappa,73,Kairyu-shin
97,Dragon Zombie,293,Masaki the Legendary Swordsman,11,Sword Arm of Dragon
97,Dragon Zombie,294,Dragoness the Wicked Knight,11,Sword Arm of Dragon
97,Dragon Zombie,296,One-eyed Shield Dragon,545,Skelgon
97,Dragon Zombie,297,Cyber Soldier of Darkworld,409,Metal Dragon
97,Dragon Zombie,298,Wicked Dragon with the Ersatz Head,545,Skelgon
97,Dragon Zombie,299,Sonic Maid,11,Sword Arm of Dragon
97,Dragon Zombie,351,Yaranzo,545,Skelgon
97,Dragon Zombie,352,Kanan the Swordmistress,11,Sword Arm of Dragon
97,Dragon Zombie,353,Takriminos,545,Skelgon
97,Dragon Zombie,354,Stuffed Animal,11,Sword Arm of Dragon
97,Dragon Zombie,355,Megasonic Eye,409,Metal Dragon
97,Dragon Zombie,357,Yamadron,545,Skelgon
97,Dragon Zombie,359,Three-legged Zombies,545,Skelgon
97,Dragon Zombie,361,Flying Penguin,73,Kairyu-shin
97,Dragon Zombie,362,Millennium Shield,11,Sword Arm of Dragon
97,Dragon Zombie,366,Labyrinth Wall,426,Stone D.
97,Dragon Zombie,368,Shadow Ghoul,545,Skelgon
97,Dragon Zombie,369,Wall Shadow,11,Sword Arm of Dragon
97,Dragon Zombie,371,Sanga of the Thunder,613,Twin-headed Thunder Dragon
97,Dragon Zombie,388,Pendulum Machine,409,Metal Dragon
97,Dragon Zombie,393,Zone Eater,73,Kairyu-shin
97,Dragon Zombie,394,Steel Scorpion,409,Metal Dragon
97,Dragon Zombie,398,Ooguchi,73,Kairyu-shin
97,Dragon Zombie,399,Swordsman from a Foreign Land,11,Sword Arm of Dragon
97,Dragon Zombie,405,Saber Slasher,409,Metal Dragon
97,Dragon Zombie,406,Yaiba Robo,409,Metal Dragon
97,Dragon Zombie,408,Giant Mech-soldier,409,Metal Dragon
97,Dragon Zombie,409,Metal Dragon,39,Curse of Dragon
97,Dragon Zombie,410,Mechanical Spider,409,Metal Dragon
97,Dragon Zombie,411,Bat,409,Metal Dragon
97,Dragon Zombie,412,Giga-tech Wolf,409,Metal Dragon
97,Dragon Zombie,413,Cyber Soldier,409,Metal Dragon
97,Dragon Zombie,414,Shovel Crusher,409,Metal Dragon
97,Dragon Zombie,416,Blocker,409,Metal Dragon
97,Dragon Zombie,417,Blast Juggler,409,Metal Dragon
97,Dragon Zombie,418,Golgoil,409,Metal Dragon
97,Dragon Zombie,419,Giganto,409,Metal Dragon
97,Dragon Zombie,420,Cyber-Stein,409,Metal Dragon
97,Dragon Zombie,421,Cyber Commander,409,Metal Dragon
97,Dragon Zombie,422,Jinzo #7,409,Metal Dragon
97,Dragon Zombie,423,Dice Armadillo,409,Metal Dragon
97,Dragon Zombie,424,Sky Dragon,39,Curse of Dragon
97,Dragon Zombie,425,Thunder Dragon,545,Skelgon
97,Dragon Zombie,430,Water Magician,73,Kairyu-shin
97,Dragon Zombie,431,Ice Water,73,Kairyu-shin
97,Dragon Zombie,432,Waterdragon Fairy,73,Kairyu-shin
97,Dragon Zombie,435,Water Girl,73,Kairyu-shin
97,Dragon Zombie,438,Metal Fish,409,Metal Dragon
97,Dragon Zombie,441,Mech Bass,409,Metal Dragon
97,Dragon Zombie,444,Turu-Purun,73,Kairyu-shin
97,Dragon Zombie,445,Guardian of the Sea,73,Kairyu-shin
97,Dragon Zombie,446,Aqua Snake,73,Kairyu-shin
97,Dragon Zombie,448,Spike Seadra,545,Skelgon
97,Dragon Zombie,449,"30,000-Year White Turtle",73,Kairyu-shin
97,Dragon Zombie,450,Kappa Avenger,73,Kairyu-shin
97,Dragon Zombie,451,Kanikabuto,73,Kairyu-shin
97,Dragon Zombie,452,Zarigun,73,Kairyu-shin
97,Dragon Zombie,454,Destroyer Golem,426,Stone D.
97,Dragon Zombie,455,Barrel Rock,426,Stone D.
97,Dragon Zombie,456,Minomushi Warrior,426,Stone D.
97,Dragon Zombie,457,Stone Ghost,426,Stone D.
97,Dragon Zombie,458,Kaminari Attack,613,Twin-headed Thunder Dragon
97,Dragon Zombie,459,Tripwire Beast,613,Twin-headed Thunder Dragon
97,Dragon Zombie,460,Bolt Escargot,613,Twin-headed Thunder Dragon
97,Dragon Zombie,461,Bolt Penguin,613,Twin-headed Thunder Dragon
97,Dragon Zombie,462,The Immortal of Thunder,613,Twin-headed Thunder Dragon
97,Dragon Zombie,463,Electric Snake,613,Twin-headed Thunder Dragon
97,Dragon Zombie,469,Armed Ninja,11,Sword Arm of Dragon
97,Dragon Zombie,470,Magical Ghost,545,Skelgon
97,Dragon Zombie,474,Sea Kamen,73,Kairyu-shin
97,Dragon Zombie,484,Ameba,73,Kairyu-shin
97,Dragon Zombie,488,Rainbow Flower,99,Pumpking the King of Ghosts
97,Dragon Zombie,489,Barrel Lily,99,Pumpking the King of Ghosts
97,Dragon Zombie,497,Yado Karu,73,Kairyu-shin
97,Dragon Zombie,502,D. Human,11,Sword Arm of Dragon
97,Dragon Zombie,503,Turtle Raccoon,73,Kairyu-shin
97,Dragon Zombie,505,Prisman,426,Stone D.
97,Dragon Zombie,508,Cyber Saurus,409,Metal Dragon
97,Dragon Zombie,510,Laughing Flower,99,Pumpking the King of Ghosts
97,Dragon Zombie,511,Bean Soldier,99,Pumpking the King of Ghosts
97,Dragon Zombie,512,Cannon Soldier,409,Metal Dragon
97,Dragon Zombie,513,Guardian of the Throne Room,409,Metal Dragon
97,Dragon Zombie,514,Brave Scizzar,409,Metal Dragon
97,Dragon Zombie,515,The Statue of Easter Island,426,Stone D.
97,Dragon Zombie,516,Muka Muka,426,Stone D.
97,Dragon Zombie,517,Sand Stone,426,Stone D.
97,Dragon Zombie,518,Boulder Tortoise,73,Kairyu-shin
