equip_id,equip,monster_id,monster
306,Insect Armor with Laser Cannon,53,Killer Needle
306,Insect Armor with Laser Cannon,54,Gokibore
306,Insect Armor with Laser Cannon,55,Giant Flea
306,Insect Armor with Laser Cannon,56,Larvae Moth
306,Insect Armor with Laser Cannon,57,Great Moth
306,Insect Armor with Laser Cannon,67,Perfectly Ultimate Great Moth
306,Insect Armor with Laser Cannon,72,Cocoon of Evolution
306,Insect Armor with Laser Cannon,116,Nightmare Scorpion
306,Insect Armor with Laser Cannon,141,Spiked Snail
306,Insect Armor with Laser Cannon,209,Winged Cleaver
306,Insect Armor with Laser Cannon,221,Kumootoko
306,Insect Armor with Laser Cannon,275,Ground Attacker Bugroth
306,Insect Armor with Laser Cannon,278,Petit Moth
306,Insect Armor with Laser Cannon,285,Serpent Marauder
306,Insect Armor with Laser Cannon,355,Megasonic Eye
306,Insect Armor with Laser Cannon,367,Jirai Gumo
306,Insect Armor with Laser Cannon,368,Shadow Ghoul
306,Insect Armor with Laser Cannon,369,Wall Shadow
306,Insect Armor with Laser Cannon,371,Sanga of the Thunder
306,Insect Armor with Laser Cannon,372,Kazejin
306,Insect Armor with Laser Cannon,373,Suijin
306,Insect Armor with Laser Cannon,374,Gate Guardian
306,Insect Armor with Laser Cannon,375,Dungeon Worm
306,Insect Armor with Laser Cannon,376,Monster Tamer
306,Insect Armor with Laser Cannon,377,Ryu-kishin Powered
306,Insect Armor with Laser Cannon,378,Swordstalker
306,Insect Armor with Laser Cannon,381,Toon Alligator
306,Insect Armor with Laser Cannon,382,Rude Kaiser
306,Insect Armor with Laser Cannon,384,Dark Rabbit
306,Insect Armor with Laser Cannon,388,Pendulum Machine
306,Insect Armor with Laser Cannon,389,Giltia the D. Knight
306,Insect Armor with Laser Cannon,391,Zoa
306,Insect Armor with Laser Cannon,392,Metalzoa
306,Insect Armor with Laser Cannon,397,Leghul
306,Insect Armor with Laser Cannon,401,Ushi Oni
306,Insect Armor with Laser Cannon,405,Saber Slasher
306,Insect Armor with Laser Cannon,407,Machine King
306,Insect Armor with Laser Cannon,408,Giant Mech-soldier
306,Insect Armor with Laser Cannon,420,Cyber-Stein
306,Insect Armor with Laser Cannon,421,Cyber Commander
306,Insect Armor with Laser Cannon,422,Jinzo #7
306,Insect Armor with Laser Cannon,453,Millennium Golem
306,Insect Armor with Laser Cannon,454,Destroyer Golem
306,Insect Armor with Laser Cannon,455,Barrel Rock
306,Insect Armor with Laser Cannon,456,Minomushi Warrior
306,Insect Armor with Laser Cannon,461,Bolt Penguin
306,Insect Armor with Laser Cannon,469,Armed Ninja
306,Insect Armor with Laser Cannon,473,Vermillion Sparrow
306,Insect Armor with Laser Cannon,474,Sea Kamen
306,Insect Armor with Laser Cannon,476,Ganigumo
306,Insect Armor with Laser Cannon,477,Alinsection
306,Insect Armor with Laser Cannon,478,Insect Soldiers of the Sky
306,Insect Armor with Laser Cannon,479,Cockroach Knight
306,Insect Armor with Laser Cannon,480,Kuwagata α
306,Insect Armor with Laser Cannon,481,Burglar
306,Insect Armor with Laser Cannon,485,Korogashi
306,Insect Armor with Laser Cannon,495,Musician King
306,Insect Armor with Laser Cannon,496,Wilmee
306,Insect Armor with Laser Cannon,499,Kattapillar
306,Insect Armor with Laser Cannon,500,Dragon Seeker
306,Insect Armor with Laser Cannon,501,Man-eater Bug
306,Insect Armor with Laser Cannon,502,D. Human
306,Insect Armor with Laser Cannon,503,Turtle Raccoon
306,Insect Armor with Laser Cannon,505,Prisman
306,Insect Armor with Laser Cannon,506,Gale Dogra
306,Insect Armor with Laser Cannon,508,Cyber Saurus
306,Insect Armor with Laser Cannon,511,Bean Soldier
306,Insect Armor with Laser Cannon,512,Cannon Soldier
306,Insect Armor with Laser Cannon,513,Guardian of the Throne Room
306,Insect Armor with Laser Cannon,523,The Bistro Butcher
306,Insect Armor with Laser Cannon,533,Kwagar Hercules
306,Insect Armor with Laser Cannon,534,Minar
306,Insect Armor with Laser Cannon,535,Kamakiriman
306,Insect Armor with Laser Cannon,554,Lava Battleguard
306,Insect Armor with Laser Cannon,557,Steel Ogre Grotto #1
306,Insect Armor with Laser Cannon,559,Oscillo Hero
306,Insect Armor with Laser Cannon,560,Invader from Another Dimension
306,Insect Armor with Laser Cannon,561,Lesser Dragon
306,Insect Armor with Laser Cannon,562,Needle Worm
306,Insect Armor with Laser Cannon,568,Anthrosaurus
306,Insect Armor with Laser Cannon,569,Drooling Lizard
306,Insect Armor with Laser Cannon,576,Giant Scorpion of the Tundra
306,Insect Armor with Laser Cannon,586,Greenkappa
306,Insect Armor with Laser Cannon,593,Giant Turtle Who Feeds on Flames
306,Insect Armor with Laser Cannon,594,Rose Spectre of Dunn
306,Insect Armor with Laser Cannon,596,Ghoul with an Appetite
306,Insect Armor with Laser Cannon,602,Penguin Soldier
306,Insect Armor with Laser Cannon,609,Bladefly
306,Insect Armor with Laser Cannon,610,Electric Lizard
306,Insect Armor with Laser Cannon,611,Hiro's Shadow Scout
306,Insect Armor with Laser Cannon,614,Hunter Spider
306,Insect Armor with Laser Cannon,619,Rock Spirit
306,Insect Armor with Laser Cannon,630,Ancient Lizard Warrior
306,Insect Armor with Laser Cannon,632,Stone Ogre Grotto
306,Insect Armor with Laser Cannon,634,Night Lizard
306,Insect Armor with Laser Cannon,639,Amphibious Bugroth
306,Insect Armor with Laser Cannon,640,Acid Crawler
306,Insect Armor with Laser Cannon,643,Disk Magician
306,Insect Armor with Laser Cannon,645,Royal Guard
306,Insect Armor with Laser Cannon,647,Hyosube
306,Insect Armor with Laser Cannon,648,Machine Attacker
306,Insect Armor with Laser Cannon,650,Whiptail Crow
306,Insect Armor with Laser Cannon,703,Sengenjin
306,Insect Armor with Laser Cannon,704,Skull Guardian
306,Insect Armor with Laser Cannon,707,Skull Knight
306,Insect Armor with Laser Cannon,708,Cosmo Queen
306,Insect Armor with Laser Cannon,715,Psycho-Puppet
306,Insect Armor with Laser Cannon,716,Garma Sword
306,Insect Armor with Laser Cannon,717,Javelin Beetle
306,Insect Armor with Laser Cannon,719,Dokurorider
307,Elf's Light,2,Mystical Elf
307,Elf's Light,41,Celtic Guardian
307,Elf's Light,44,Rogue Doll
307,Elf's Light,45,Oscillo Hero #2
307,Elf's Light,90,Gyakutenno Megami
307,Elf's Light,109,Goddess with the Third Eye
307,Elf's Light,125,Faith Bird
307,Elf's Light,126,Orion the Battle King
307,Elf's Light,128,LaMoon
307,Elf's Light,129,Nemuriko
307,Elf's Light,130,Weather Control
307,Elf's Light,147,Monster Egg
307,Elf's Light,170,Spirit of the Harp
307,Elf's Light,183,Lucky Trinket
307,Elf's Light,184,Genin
307,Elf's Light,192,Key Mace
307,Elf's Light,198,Happy Lover
307,Elf's Light,208,Petit Angel
307,Elf's Light,216,Dryad
307,Elf's Light,229,Hourglass of Life
307,Elf's Light,243,Water Element
307,Elf's Light,249,Water Omotics
307,Elf's Light,252,Nekogal #1
307,Elf's Light,253,Angelwitch
307,Elf's Light,260,Lunar Queen Elzaim
307,Elf's Light,273,Ancient Tree of Enlightenment
307,Elf's Light,274,Green Phantom King
307,Elf's Light,276,Ray & Temperature
307,Elf's Light,282,Mystical Sheep #2
307,Elf's Light,299,Sonic Maid
307,Elf's Light,361,Flying Penguin
307,Elf's Light,363,Fairy's Gift
307,Elf's Light,395,Dancing Elf
307,Elf's Light,396,Ocubeam
307,Elf's Light,428,Magician of Faith
307,Elf's Light,429,Goddess of Whim
307,Elf's Light,430,Water Magician
307,Elf's Light,431,Ice Water
307,Elf's Light,432,Waterdragon Fairy
307,Elf's Light,433,Ancient Elf
307,Elf's Light,434,Beautiful Beast Trainer
307,Elf's Light,435,Water Girl
307,Elf's Light,486,Boo Koo
307,Elf's Light,492,Hoshiningen
307,Elf's Light,494,Rainbow Marine Mermaid
307,Elf's Light,525,Spirit of the Mountain
307,Elf's Light,530,Eldeen
307,Elf's Light,531,Mystical Sand
307,Elf's Light,532,Gemini Elf
307,Elf's Light,540,Skelengel
307,Elf's Light,547,Griggle
307,Elf's Light,551,Dark Elf
307,Elf's Light,572,Empress Judge
307,Elf's Light,574,Witch of the Black Forest
307,Elf's Light,582,Dark Witch
307,Elf's Light,592,Muse-A
307,Elf's Light,600,Key Mace #2
307,Elf's Light,601,Tenderness
307,Elf's Light,603,Fairy Dragon
307,Elf's Light,608,Shining Friendship
307,Elf's Light,612,Lady of Faith
307,Elf's Light,616,Hourglass of Courage
307,Elf's Light,618,Warrior of Tradition
307,Elf's Light,619,Rock Spirit
307,Elf's Light,621,Succubus Knight
307,Elf's Light,622,Ill Witch
307,Elf's Light,625,Fairy of the Fountain
307,Elf's Light,626,Amazon of the Seas
307,Elf's Light,627,Nekogal #2
307,Elf's Light,628,Witch's Apprentice
307,Elf's Light,631,Maiden of the Moonlight
307,Elf's Light,633,Winged Egg of New Life
307,Elf's Light,635,Queen's Double
307,Elf's Light,638,Queen of Autumn Leaves
307,Elf's Light,641,Invader of the Throne
307,Elf's Light,649,Hibikime
307,Elf's Light,701,Performance of Sword
307,Elf's Light,708,Cosmo Queen
307,Elf's Light,722,Magician of Black Chaos
308,Beast Fangs,3,Hitotsu-me Giant
308,Beast Fangs,4,Baby Dragon
308,Beast Fangs,5,Ryu-kishin
308,Beast Fangs,6,Feral Imp
308,Beast Fangs,7,Winged Dragon #1
308,Beast Fangs,9,Shadow Specter
308,Beast Fangs,10,Blackland Fire Dragon
308,Beast Fangs,11,Sword Arm of Dragon
308,Beast Fangs,14,Battle Steer
308,Beast Fangs,22,Summoned Skull
308,Beast Fangs,23,The Wicked Worm Beast
308,Beast Fangs,24,Skull Servant
308,Beast Fangs,27,Beaver Warrior
308,Beast Fangs,29,Mountain Warrior
308,Beast Fangs,30,Zombie Warrior
308,Beast Fangs,31,Koumori Dragon
308,Beast Fangs,32,Two-headed King Rex
308,Beast Fangs,36,The Snake Hair
308,Beast Fangs,39,Curse of Dragon
308,Beast Fangs,46,Griffore
308,Beast Fangs,47,Torike
308,Beast Fangs,48,Sangan
308,Beast Fangs,49,Big Insect
308,Beast Fangs,51,Armored Lizard
308,Beast Fangs,52,Hercules Beetle
308,Beast Fangs,59,Mammoth Graveyard
308,Beast Fangs,60,Great White
308,Beast Fangs,61,Wolf
308,Beast Fangs,64,Tiger Axe
308,Beast Fangs,65,Silver Fang
308,Beast Fangs,68,Garoozis
308,Beast Fangs,73,Kairyu-shin
308,Beast Fangs,76,Krokodilus
308,Beast Fangs,77,Grappler
308,Beast Fangs,79,Megazowler
308,Beast Fangs,80,Uraby
308,Beast Fangs,81,Crawling Dragon #2
308,Beast Fangs,85,King of Yamimakai
308,Beast Fangs,86,Barox
308,Beast Fangs,87,Dark Chimera
308,Beast Fangs,91,Mystic Horseman
308,Beast Fangs,94,Crawling Dragon
308,Beast Fangs,95,Crass Clown
308,Beast Fangs,97,Dragon Zombie
308,Beast Fangs,98,Clown Zombie
308,Beast Fangs,99,Pumpking the King of Ghosts
308,Beast Fangs,105,Tomozaurus
308,Beast Fangs,113,Dark Gray
308,Beast Fangs,121,Sleeping Lion
308,Beast Fangs,123,Dark Plant
308,Beast Fangs,126,Orion the Battle King
308,Beast Fangs,132,The 13th Grave
308,Beast Fangs,138,Dragon Statue
308,Beast Fangs,141,Spiked Snail
308,Beast Fangs,143,Necrolancer the Timelord
308,Beast Fangs,150,Akihiron
308,Beast Fangs,151,Rhaimundos of the Red Sword
308,Beast Fangs,153,Dokuroizo the Grim Reaper
308,Beast Fangs,158,Man Eater
308,Beast Fangs,159,Dig Beak
308,Beast Fangs,163,Lisark
308,Beast Fangs,167,Ancient Jar
308,Beast Fangs,168,Darkfire Dragon
308,Beast Fangs,169,Dark King of the Abyss
308,Beast Fangs,179,Phantom Dewan
308,Beast Fangs,182,Masked Clown
308,Beast Fangs,187,Gate Deeg
308,Beast Fangs,188,Synchar
308,Beast Fangs,189,Fusionist
308,Beast Fangs,193,Turtle Tiger
308,Beast Fangs,197,Mech Mole Zombie
308,Beast Fangs,200,Petit Dragon
308,Beast Fangs,201,Frenzied Panda
308,Beast Fangs,202,Air Marmot of Nefariousness
308,Beast Fangs,206,Twin Long Rods #1
308,Beast Fangs,211,Kaminarikozou
308,Beast Fangs,212,Meotoko
308,Beast Fangs,218,Two-mouth Darkruler
308,Beast Fangs,222,Midnight Fiend
308,Beast Fangs,223,Roaring Ocean Snake
308,Beast Fangs,226,Skull Stalker
308,Beast Fangs,228,Wood Remains
308,Beast Fangs,230,Rare Fish
308,Beast Fangs,246,One Who Hunts Souls
308,Beast Fangs,248,Master & Expert
308,Beast Fangs,252,Nekogal #1
308,Beast Fangs,255,Prevent Rat
308,Beast Fangs,257,Stone Armadiller
308,Beast Fangs,258,Beastking of the Swamps
308,Beast Fangs,265,The Furious Sea King
308,Beast Fangs,282,Mystical Sheep #2
308,Beast Fangs,285,Serpent Marauder
308,Beast Fangs,287,Ogre of the Black Shadow
308,Beast Fangs,298,Wicked Dragon with the Ersatz Head
308,Beast Fangs,300,Kurama
308,Beast Fangs,351,Yaranzo
308,Beast Fangs,353,Takriminos
308,Beast Fangs,354,Stuffed Animal
308,Beast Fangs,356,Super War-lion
308,Beast Fangs,357,Yamadron
308,Beast Fangs,360,Zera The Mant
308,Beast Fangs,367,Jirai Gumo
308,Beast Fangs,375,Dungeon Worm
308,Beast Fangs,377,Ryu-kishin Powered
308,Beast Fangs,378,Swordstalker
308,Beast Fangs,381,Toon Alligator
308,Beast Fangs,382,Rude Kaiser
308,Beast Fangs,384,Dark Rabbit
308,Beast Fangs,385,Bickuribox
308,Beast Fangs,386,Harpie's Pet Dragon
308,Beast Fangs,391,Zoa
308,Beast Fangs,392,Metalzoa
308,Beast Fangs,393,Zone Eater
308,Beast Fangs,397,Leghul
308,Beast Fangs,398,Ooguchi
308,Beast Fangs,400,Emperor of the Land and Sea
308,Beast Fangs,403,Leogun
308,Beast Fangs,404,Tatsunootoshigo
308,Beast Fangs,409,Metal Dragon
308,Beast Fangs,412,Giga-tech Wolf
308,Beast Fangs,414,Shovel Crusher
308,Beast Fangs,417,Blast Juggler
308,Beast Fangs,420,Cyber-Stein
308,Beast Fangs,423,Dice Armadillo
308,Beast Fangs,424,Sky Dragon
308,Beast Fangs,425,Thunder Dragon
308,Beast Fangs,426,Stone D.
308,Beast Fangs,427,Kaiser Dragon
308,Beast Fangs,434,Beautiful Beast Trainer
308,Beast Fangs,435,Water Girl
308,Beast Fangs,436,White Dolphin
308,Beast Fangs,438,Metal Fish
308,Beast Fangs,439,Bottom Dweller
308,Beast Fangs,440,7 Colored Fish
308,Beast Fangs,441,Mech Bass
308,Beast Fangs,442,Aqua Dragon
308,Beast Fangs,444,Turu-Purun
308,Beast Fangs,446,Aqua Snake
308,Beast Fangs,447,Giant Red Seasnake
308,Beast Fangs,448,Spike Seadra
308,Beast Fangs,449,"30,000-Year White Turtle"
308,Beast Fangs,457,Stone Ghost
308,Beast Fangs,459,Tripwire Beast
308,Beast Fangs,460,Bolt Escargot
308,Beast Fangs,463,Electric Snake
308,Beast Fangs,474,Sea Kamen
308,Beast Fangs,477,Alinsection
308,Beast Fangs,478,Insect Soldiers of the Sky
308,Beast Fangs,480,Kuwagata α
308,Beast Fangs,481,Burglar
308,Beast Fangs,482,Pragtical
308,Beast Fangs,483,Garvas
308,Beast Fangs,487,Flower Wolf
308,Beast Fangs,490,Needle Ball
308,Beast Fangs,495,Musician King
308,Beast Fangs,496,Wilmee
308,Beast Fangs,497,Yado Karu
308,Beast Fangs,498,Morinphen
308,Beast Fangs,499,Kattapillar
308,Beast Fangs,501,Man-eater Bug
308,Beast Fangs,503,Turtle Raccoon
308,Beast Fangs,506,Gale Dogra
308,Beast Fangs,507,Crazy Fish
308,Beast Fangs,508,Cyber Saurus
308,Beast Fangs,516,Muka Muka
308,Beast Fangs,517,Sand Stone
308,Beast Fangs,523,The Bistro Butcher
308,Beast Fangs,524,Star Boy
308,Beast Fangs,526,Neck Hunter
308,Beast Fangs,527,Milus Radiant
308,Beast Fangs,528,Togex
308,Beast Fangs,529,Flame Cerebrus
308,Beast Fangs,533,Kwagar Hercules
308,Beast Fangs,535,Kamakiriman
308,Beast Fangs,537,Mega Thunderball
308,Beast Fangs,539,Corroding Shark
308,Beast Fangs,541,Hane-Hane
308,Beast Fangs,542,Misairuzame
308,Beast Fangs,543,Tongyo
308,Beast Fangs,545,Skelgon
308,Beast Fangs,546,Wow Warrior
308,Beast Fangs,548,Bone Mouse
308,Beast Fangs,550,Behegon
308,Beast Fangs,552,Winged Dragon #2
308,Beast Fangs,554,Lava Battleguard
308,Beast Fangs,556,The Wandering Doomed
308,Beast Fangs,560,Invader from Another Dimension
308,Beast Fangs,561,Lesser Dragon
308,Beast Fangs,564,Great Mammoth of Goldfine
308,Beast Fangs,566,Yormungarde
308,Beast Fangs,567,Darkworld Thorns
308,Beast Fangs,568,Anthrosaurus
308,Beast Fangs,569,Drooling Lizard
308,Beast Fangs,570,Trakadon
308,Beast Fangs,571,B. Dragon Jungle King
308,Beast Fangs,573,Little D
308,Beast Fangs,575,Ancient One of the Deep Forest
308,Beast Fangs,576,Giant Scorpion of the Tundra
308,Beast Fangs,579,Abyss Flower
308,Beast Fangs,585,Mechanical Snail
308,Beast Fangs,587,Mon Larvas
308,Beast Fangs,591,Morphing Jar
308,Beast Fangs,593,Giant Turtle Who Feeds on Flames
308,Beast Fangs,597,Pale Beast
308,Beast Fangs,598,Little Chimera
308,Beast Fangs,604,Obese Marmot of Nefariousness
308,Beast Fangs,606,Twin Long Rods #2
308,Beast Fangs,607,Great Bill
308,Beast Fangs,609,Bladefly
308,Beast Fangs,610,Electric Lizard
308,Beast Fangs,613,Twin-headed Thunder Dragon
308,Beast Fangs,617,Marine Beast
308,Beast Fangs,622,Ill Witch
308,Beast Fangs,624,High Tide Gyojin
308,Beast Fangs,627,Nekogal #2
308,Beast Fangs,629,Armored Rat
308,Beast Fangs,642,Mystical Sheep #1
308,Beast Fangs,644,Flame Viper
308,Beast Fangs,646,Gruesome Goo
308,Beast Fangs,702,Hungry Burger
308,Beast Fangs,703,Sengenjin
308,Beast Fangs,707,Skull Knight
308,Beast Fangs,712,Meteor Dragon
308,Beast Fangs,714,Firewing Pegasus
308,Beast Fangs,717,Javelin Beetle
308,Beast Fangs,718,Fortress Whale
309,Steel Shell,89,Catapult Turtle
309,Steel Shell,177,Monsturtle
309,Steel Shell,193,Turtle Tiger
309,Steel Shell,292,Psychic Kappa
309,Steel Shell,443,Sea King Dragon
309,Steel Shell,449,"30,000-Year White Turtle"
309,Steel Shell,450,Kappa Avenger
309,Steel Shell,459,Tripwire Beast
309,Steel Shell,460,Bolt Escargot
309,Steel Shell,497,Yado Karu
309,Steel Shell,503,Turtle Raccoon
309,Steel Shell,518,Boulder Tortoise
309,Steel Shell,520,Turtle Bird
309,Steel Shell,593,Giant Turtle Who Feeds on Flames
309,Steel Shell,647,Hyosube
309,Steel Shell,710,Crab Turtle
310,Vile Germs,8,Mushroom Man
310,Vile Germs,75,Man-eating Plant
310,Vile Germs,98,Clown Zombie
310,Vile Germs,123,Dark Plant
310,Vile Germs,157,Firegrass
310,Vile Germs,158,Man Eater
310,Vile Germs,180,Arlownay
310,Vile Germs,216,Dryad
310,Vile Germs,228,Wood Remains
310,Vile Germs,235,Wodan the Resident of the Forest
310,Vile Germs,238,Yashinoki
310,Vile Germs,273,Ancient Tree of Enlightenment
310,Vile Germs,274,Green Phantom King
310,Vile Germs,487,Flower Wolf
310,Vile Germs,488,Rainbow Flower
310,Vile Germs,489,Barrel Lily
310,Vile Germs,504,Fungi of the Musk
310,Vile Germs,510,Laughing Flower
310,Vile Germs,511,Bean Soldier
310,Vile Germs,547,Griggle
310,Vile Germs,553,Mushroom Man #2
310,Vile Germs,567,Darkworld Thorns
310,Vile Germs,579,Abyss Flower
310,Vile Germs,588,Living Vase
310,Vile Germs,589,Tentacle Plant
310,Vile Germs,594,Rose Spectre of Dunn
310,Vile Germs,620,Snakeyashi
310,Vile Germs,637,Trent
310,Vile Germs,638,Queen of Autumn Leaves
310,Vile Germs,702,Hungry Burger
311,Black Pendant,12,Swamp Battleguard
311,Black Pendant,16,Time Wizard
311,Black Pendant,17,Right Leg of the Forbidden One
311,Black Pendant,18,Left Leg of the Forbidden One
311,Black Pendant,19,Right Arm of the Forbidden One
311,Black Pendant,20,Left Arm of the Forbidden One
311,Black Pendant,21,Exodia the Forbidden
311,Black Pendant,22,Summoned Skull
311,Black Pendant,23,The Wicked Worm Beast
311,Black Pendant,24,Skull Servant
311,Black Pendant,25,Horn Imp
311,Black Pendant,34,Saggi the Dark Clown
311,Black Pendant,35,Dark Magician
311,Black Pendant,36,The Snake Hair
311,Black Pendant,40,Dragon Piper
311,Black Pendant,42,Illusionist Faceless Mage
311,Black Pendant,84,Reaper of the Cards
311,Black Pendant,85,King of Yamimakai
311,Black Pendant,95,Crass Clown
311,Black Pendant,98,Clown Zombie
311,Black Pendant,99,Pumpking the King of Ghosts
311,Black Pendant,101,Wings of Wicked Flame
311,Black Pendant,102,Mask of Darkness
311,Black Pendant,103,Job-change Mirror
311,Black Pendant,104,Curtain of the Dark Ones
311,Black Pendant,108,Graveyard and the Hand of Invitation
311,Black Pendant,111,Doma The Angel of Silence
311,Black Pendant,112,That Which Feeds on Life
311,Black Pendant,115,Kamion Wizard
311,Black Pendant,132,The 13th Grave
311,Black Pendant,140,Toad Master
311,Black Pendant,142,Flame Manipulator
311,Black Pendant,143,Necrolancer the Timelord
311,Black Pendant,145,The Bewitching Phantom Thief
311,Black Pendant,148,The Shadow Who Controls the Dark
311,Black Pendant,149,Lord of the Lamp
311,Black Pendant,153,Dokuroizo the Grim Reaper
311,Black Pendant,154,Fire Reaper
311,Black Pendant,164,Lord of Zemia
311,Black Pendant,166,Mysterious Puppeteer
311,Black Pendant,167,Ancient Jar
311,Black Pendant,169,Dark King of the Abyss
311,Black Pendant,173,Dark Prisoner
311,Black Pendant,175,Ancient Brain
311,Black Pendant,176,Fire Eye
311,Black Pendant,179,Phantom Dewan
311,Black Pendant,181,Dark Shade
311,Black Pendant,182,Masked Clown
311,Black Pendant,190,Akakieisu
311,Black Pendant,211,Kaminarikozou
311,Black Pendant,213,Aqua Madoor
311,Black Pendant,219,Solitude
311,Black Pendant,220,Masked Sorcerer
311,Black Pendant,224,Trap Master
311,Black Pendant,231,Wood Clown
311,Black Pendant,233,Dark Titan of Terror
311,Black Pendant,236,Guardian of the Labyrinth
311,Black Pendant,253,Angelwitch
311,Black Pendant,259,Ancient Sorcerer
311,Black Pendant,261,Wicked Mirror
311,Black Pendant,268,Sectarian of Secrets
311,Black Pendant,269,Versago the Destroyer
311,Black Pendant,271,Megirus Light
311,Black Pendant,277,Gorgon Egg
311,Black Pendant,283,Holograh
311,Black Pendant,284,Tao the Chanter
311,Black Pendant,351,Yaranzo
311,Black Pendant,365,Fiend's Mirror
311,Black Pendant,371,Sanga of the Thunder
311,Black Pendant,372,Kazejin
311,Black Pendant,373,Suijin
311,Black Pendant,374,Gate Guardian
311,Black Pendant,379,La Jinn the Mystical Genie
311,Black Pendant,385,Bickuribox
311,Black Pendant,387,Mystic Lamp
311,Black Pendant,431,Ice Water
311,Black Pendant,434,Beautiful Beast Trainer
311,Black Pendant,435,Water Girl
311,Black Pendant,444,Turu-Purun
311,Black Pendant,446,Aqua Snake
311,Black Pendant,453,Millennium Golem
311,Black Pendant,457,Stone Ghost
311,Black Pendant,462,The Immortal of Thunder
311,Black Pendant,470,Magical Ghost
311,Black Pendant,471,Soul Hunter
311,Black Pendant,495,Musician King
311,Black Pendant,498,Morinphen
311,Black Pendant,500,Dragon Seeker
311,Black Pendant,510,Laughing Flower
311,Black Pendant,515,The Statue of Easter Island
311,Black Pendant,526,Neck Hunter
311,Black Pendant,530,Eldeen
311,Black Pendant,531,Mystical Sand
311,Black Pendant,551,Dark Elf
311,Black Pendant,553,Mushroom Man #2
311,Black Pendant,554,Lava Battleguard
311,Black Pendant,556,The Wandering Doomed
311,Black Pendant,558,Pot the Trick
311,Black Pendant,559,Oscillo Hero
311,Black Pendant,560,Invader from Another Dimension
311,Black Pendant,574,Witch of the Black Forest
311,Black Pendant,578,Leo Wizard
311,Black Pendant,591,Morphing Jar
311,Black Pendant,594,Rose Spectre of Dunn
311,Black Pendant,595,Fiend Refrection #1
311,Black Pendant,596,Ghoul with an Appetite
311,Black Pendant,600,Key Mace #2
311,Black Pendant,621,Succubus Knight
311,Black Pendant,628,Witch's Apprentice
311,Black Pendant,635,Queen's Double
311,Black Pendant,641,Invader of the Throne
311,Black Pendant,642,Mystical Sheep #1
311,Black Pendant,643,Disk Magician
311,Black Pendant,647,Hyosube
311,Black Pendant,649,Hibikime
311,Black Pendant,707,Skull Knight
311,Black Pendant,709,Chakra
311,Black Pendant,715,Psycho-Puppet
311,Black Pendant,720,Mask of Shine & Dark
311,Black Pendant,722,Magician of Black Chaos
312,Silver Bow and Arrow,2,Mystical Elf
312,Silver Bow and Arrow,62,Harpie Lady
312,Silver Bow and Arrow,63,Harpie Lady Sisters
312,Silver Bow and Arrow,90,Gyakutenno Megami
312,Silver Bow and Arrow,109,Goddess with the Third Eye
312,Silver Bow and Arrow,111,Doma The Angel of Silence
312,Silver Bow and Arrow,122,Yamatano Dragon Scroll
312,Silver Bow and Arrow,126,Orion the Battle King
312,Silver Bow and Arrow,128,LaMoon
312,Silver Bow and Arrow,130,Weather Control
312,Silver Bow and Arrow,134,Mystical Capture Chain
312,Silver Bow and Arrow,170,Spirit of the Harp
312,Silver Bow and Arrow,175,Ancient Brain
312,Silver Bow and Arrow,189,Fusionist
312,Silver Bow and Arrow,192,Key Mace
312,Silver Bow and Arrow,198,Happy Lover
312,Silver Bow and Arrow,208,Petit Angel
312,Silver Bow and Arrow,216,Dryad
312,Silver Bow and Arrow,229,Hourglass of Life
312,Silver Bow and Arrow,253,Angelwitch
312,Silver Bow and Arrow,260,Lunar Queen Elzaim
312,Silver Bow and Arrow,264,Wing Egg Elf
312,Silver Bow and Arrow,276,Ray & Temperature
312,Silver Bow and Arrow,395,Dancing Elf
312,Silver Bow and Arrow,396,Ocubeam
312,Silver Bow and Arrow,428,Magician of Faith
312,Silver Bow and Arrow,429,Goddess of Whim
312,Silver Bow and Arrow,430,Water Magician
312,Silver Bow and Arrow,431,Ice Water
312,Silver Bow and Arrow,432,Waterdragon Fairy
312,Silver Bow and Arrow,433,Ancient Elf
312,Silver Bow and Arrow,434,Beautiful Beast Trainer
312,Silver Bow and Arrow,435,Water Girl
312,Silver Bow and Arrow,492,Hoshiningen
312,Silver Bow and Arrow,494,Rainbow Marine Mermaid
312,Silver Bow and Arrow,530,Eldeen
312,Silver Bow and Arrow,531,Mystical Sand
312,Silver Bow and Arrow,532,Gemini Elf
312,Silver Bow and Arrow,540,Skelengel
312,Silver Bow and Arrow,572,Empress Judge
312,Silver Bow and Arrow,574,Witch of the Black Forest
312,Silver Bow and Arrow,582,Dark Witch
312,Silver Bow and Arrow,584,Binding Chain
312,Silver Bow and Arrow,592,Muse-A
312,Silver Bow and Arrow,594,Rose Spectre of Dunn
312,Silver Bow and Arrow,600,Key Mace #2
312,Silver Bow and Arrow,601,Tenderness
312,Silver Bow and Arrow,608,Shining Friendship
312,Silver Bow and Arrow,612,Lady of Faith
312,Silver Bow and Arrow,616,Hourglass of Courage
312,Silver Bow and Arrow,618,Warrior of Tradition
312,Silver Bow and Arrow,622,Ill Witch
312,Silver Bow and Arrow,625,Fairy of the Fountain
312,Silver Bow and Arrow,626,Amazon of the Seas
312,Silver Bow and Arrow,627,Nekogal #2
312,Silver Bow and Arrow,628,Witch's Apprentice
312,Silver Bow and Arrow,631,Maiden of the Moonlight
