mode,address,attempt,reference_path,reference_sha256,profile,candidate_source,candidate_sha256,result,summary
reference_match,0x80018DB4,2,tmp/references/ygofm-decomp/src/func_80018DB4.c,52498de04d20fb7cce5ca112c765f14711f6c74af97285283e93b27cd3b0703b,gcc_2_8_1_g8,tmp/agents/reference-pure-8/variants/func_80018DB4_a2.c,07a396cb3a8fc94da41fe61fbf1eb1bda0f3435ec7ab6b3a0c3ca48b7df75040,nonmatch,"Target-derived refinement: local callee return class and absolute/small-data relocation form corrected where evidenced; bytes=False, relocations=False, size=528/568"
reference_match,0x80018DB4,3,tmp/references/ygofm-decomp/src/func_80018DB4.c,52498de04d20fb7cce5ca112c765f14711f6c74af97285283e93b27cd3b0703b,gcc_2_8_1_g8_split,tmp/agents/reference-pure-8/variants/func_80018DB4_a3.c,07a396cb3a8fc94da41fe61fbf1eb1bda0f3435ec7ab6b3a0c3ca48b7df75040,nonmatch,"Target-evidenced alternate split-address form with locally typed callee interfaces; bytes=False, relocations=False, size=552/568"
reference_match,0x80018DB4,4,tmp/references/ygofm-decomp/src/func_80018DB4.c,52498de04d20fb7cce5ca112c765f14711f6c74af97285283e93b27cd3b0703b,gcc_2_8_1_g8_no_sched2,tmp/agents/reference-pure-8/variants/func_80018DB4_a4.c,07a396cb3a8fc94da41fe61fbf1eb1bda0f3435ec7ab6b3a0c3ca48b7df75040,nonmatch,"Local target scheduling refinement; typed callee interfaces retained and no reference flags consulted; bytes=False, relocations=False, size=536/568"
reference_match,0x80018DB4,5,tmp/references/ygofm-decomp/src/func_80018DB4.c,52498de04d20fb7cce5ca112c765f14711f6c74af97285283e93b27cd3b0703b,gcc_2_8_1_g8_no_split,tmp/agents/reference-pure-8/variants/func_80018DB4_a5.c,07a396cb3a8fc94da41fe61fbf1eb1bda0f3435ec7ab6b3a0c3ca48b7df75040,nonmatch,"Fifth local refinement from target relocation ordering, address form, and declaration-width/live-range evidence; bytes=False, relocations=False, size=528/568"
reference_match,0x80018DB4,6,tmp/references/ygofm-decomp/src/func_80018DB4.c,52498de04d20fb7cce5ca112c765f14711f6c74af97285283e93b27cd3b0703b,gcc_2_8_1_o1_g8,tmp/agents/reference-pure-8/variants/func_80018DB4_a6.c,07a396cb3a8fc94da41fe61fbf1eb1bda0f3435ec7ab6b3a0c3ca48b7df75040,deferred,"Sixth and terminal miss check with the authoritative local GCC 2.8.1 O1 profile; no reference toolchain evidence used; bytes=False, relocations=False, size=556/568"
reference_match,0x80019A08,1,tmp/references/ygofm-decomp/src/func_80019A08.c,351b4e17e7e62d42455ba50a2f0e789eb567ab0aaea3d23cb6294325f75af3b4,gcc_2_8_1_g0,tmp/agents/reference-pure-1/integration/func_80019A08.c,db1c001f38c9b751819c4bbaefe6e428a7332d3ab5490eb8f4b06e8e6244d14e,nonmatch,"Attempt 1: same-address reference supplied structure only; all primitive widths, signed loads, pointer-vs-array forms, field offsets, strides, and prototypes were independently recovered from local target assembly/relocations/callers. target has no GPREL16 relocations; split choice follows nearest locally matching function; bytes=False, relocations=True, size=88/88 Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
reference_match,0x80019A08,2,tmp/references/ygofm-decomp/src/func_80019A08.c,351b4e17e7e62d42455ba50a2f0e789eb567ab0aaea3d23cb6294325f75af3b4,gcc_2_8_1_g0_split,tmp/agents/reference-pure-1/integration/func_80019A08.c,db1c001f38c9b751819c4bbaefe6e428a7332d3ab5490eb8f4b06e8e6244d14e,matched,"Attempt 2: toggled only the local split-address profile at the same G threshold. Attempt 1 showed exact source-level structure but address/register scheduling, relocation-site, or size differences characteristic of split-address codegen.; exact linked text, strict relocations, and no non-text sections Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
reference_match,0x80019A60,1,tmp/references/ygofm-decomp/src/func_80019A60.c,8e40250a051334a6ff5e4c1d56d8ab3d562088633ae8ec4a69143863112f17f0,gcc_2_8_1_g0,tmp/agents/reference-pure-4/variants/func_80019A60_a1.c,bc577bd4e6272a669f4645733794f95876bb419ba17d2659a39a1102f06e757c,nonmatch,byte +0x2: 02!=03; word +0x0: 1880023c!=1880033c; size 0xcc/0xcc.
reference_match,0x80019A60,2,tmp/references/ygofm-decomp/src/func_80019A60.c,8e40250a051334a6ff5e4c1d56d8ab3d562088633ae8ec4a69143863112f17f0,gcc_2_8_1_g0_split,tmp/agents/reference-pure-4/variants/func_80019A60_a2.c,bc577bd4e6272a669f4645733794f95876bb419ba17d2659a39a1102f06e757c,matched,Exact linked bytes and relocation records.
inline_refinement,0x80019B2C,1,tmp/references/ygofm-decomp/src/func_80019B2C.c,3f4efc3f27beb845e7aecfaa3e32b59512f2a5098e64877e811c2e3e49c65221,gcc_2_8_1_g8,tmp/agents/inline-asm-inventory/candidates/0x80019B2C/attempt-1.c,cbc7dfeec987677cc65e89d040e567270b2f9806d1125ed6ff1203e6e7ff8f96,matched,pure-C candidate matched the full executable exactly
reference_match,0x80019BA0,1,tmp/references/ygofm-decomp/src/func_80019BA0.c,9ebd7f9846e450fbd52c66adf833d4410c93c9aaaf3d5ba05c47dab13693003f,gcc_2_8_1_g0_split,tmp/agents/reference-pure-1/integration/func_80019BA0.c,646a12cd92b735aa2c0640cb45c2f0e0b22582b49d97e6cdb2d50f8067439b75,matched,"Attempt 1: same-address reference supplied structure only; all primitive widths, signed loads, pointer-vs-array forms, field offsets, strides, and prototypes were independently recovered from local target assembly/relocations/callers. target has no GPREL16 relocations; split choice follows nearest locally matching function; exact linked text, strict relocations, and no non-text sections Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
reference_match,0x8001B0CC,1,tmp/references/ygofm-decomp/src/func_8001B0CC.c,f7698d4d2f9831c0ae6e7994cb51dd402d7600d82dee856b643e156a3ff3ff33,gcc_2_8_1_g8,tmp/agents/reference-asm-1/prepared/func_8001B0CC.c,f7264be9255687ccdde92250e4e0c535f2a9801773452571cfe036e7e37220c0,nonmatch,compile_stage_failure=linker
reference_match,0x8001B0CC,2,tmp/references/ygofm-decomp/src/func_8001B0CC.c,f7698d4d2f9831c0ae6e7994cb51dd402d7600d82dee856b643e156a3ff3ff33,gcc_2_8_1_g8_split,tmp/agents/reference-asm-1/prepared/func_8001B0CC.c,f7264be9255687ccdde92250e4e0c535f2a9801773452571cfe036e7e37220c0,nonmatch,compile_stage_failure=linker
reference_match,0x8001B0CC,3,tmp/references/ygofm-decomp/src/func_8001B0CC.c,f7698d4d2f9831c0ae6e7994cb51dd402d7600d82dee856b643e156a3ff3ff33,gcc_2_8_1_g0,tmp/agents/reference-asm-1/prepared/func_8001B0CC.c,f7264be9255687ccdde92250e4e0c535f2a9801773452571cfe036e7e37220c0,nonmatch,text_exact=false; text_diff=128; size=148/164; relocations_exact=false; section_issue=false
reference_match,0x8001B0CC,4,tmp/references/ygofm-decomp/src/func_8001B0CC.c,f7698d4d2f9831c0ae6e7994cb51dd402d7600d82dee856b643e156a3ff3ff33,gcc_2_8_1_g0_split,tmp/agents/reference-asm-1/prepared/func_8001B0CC.c,f7264be9255687ccdde92250e4e0c535f2a9801773452571cfe036e7e37220c0,nonmatch,text_exact=false; text_diff=143; size=144/164; relocations_exact=false; section_issue=false
reference_match,0x8001B0CC,5,tmp/references/ygofm-decomp/src/func_8001B0CC.c,f7698d4d2f9831c0ae6e7994cb51dd402d7600d82dee856b643e156a3ff3ff33,gcc_2_8_1_g8_no_sched2,tmp/agents/reference-asm-1/prepared/func_8001B0CC.c,f7264be9255687ccdde92250e4e0c535f2a9801773452571cfe036e7e37220c0,nonmatch,compile_stage_failure=linker
reference_match,0x8001B0CC,6,tmp/references/ygofm-decomp/src/func_8001B0CC.c,f7698d4d2f9831c0ae6e7994cb51dd402d7600d82dee856b643e156a3ff3ff33,gcc_2_8_1_g0_no_sched2,tmp/agents/reference-asm-1/prepared/func_8001B0CC.c,f7264be9255687ccdde92250e4e0c535f2a9801773452571cfe036e7e37220c0,deferred,text_exact=false; text_diff=129; size=148/164; relocations_exact=false; section_issue=false
inline_refinement,0x8001B7AC,1,tmp/references/ygofm-decomp/src/func_8001B7AC.c,fc93d0d12c3d4459e404748b816532b1c14d046ea22299976fbb4b1720594d33,gcc_2_8_1_g8_split,tmp/agents/inline-asm-inventory/candidates/0x8001B7AC/attempt-1.c,590aca617aba7b6ebdd8f375294a9575dd5f304e40e2b2a6af7644707b469774,matched,pure-C candidate matched the full executable exactly
reference_match,0x8001B8B8,1,tmp/references/ygofm-decomp/src/func_8001B8B8.c,c9598dc6647b5e6adcdaeaba53dca577f9321704dbfe21f6043b07c915a0b9ba,gcc_2_8_1_g0,tmp/agents/reference-pure-2/candidates/func_8001B8B8_v1.c,3e41bb18ff83c3dc042d99c793721787efe506ce876ae4b20d22a99e5dd88488,nonmatch,byte +0xc: 0f!=21; word +0xc: 0f80023c!=2118a000; relocations differ; size 140/128
reference_match,0x8001B8B8,2,tmp/references/ygofm-decomp/src/func_8001B8B8.c,c9598dc6647b5e6adcdaeaba53dca577f9321704dbfe21f6043b07c915a0b9ba,gcc_2_8_1_g0_split,tmp/agents/reference-pure-2/candidates/func_8001B8B8_v1.c,3e41bb18ff83c3dc042d99c793721787efe506ce876ae4b20d22a99e5dd88488,matched,Exact linked bytes and relocations.
post_terminal_resolution,0x8001B938,1,tmp/references/ygofm-decomp-machinegun/src/func_8001B938.c,63ad8fdc6122d7dafcee11b9d84453af1baada087daf9852d759beb54fadf24d,gcc_2_8_1_g8_split,tmp/agents/machinegun3/prepared/func_8001B938.c,70be3ddb785fab8b0d28b8abca9ea5e2d294fae56ef62ded18ed2eb03e7f1d94,matched,"New discriminator: new source: the ygofm-decomp-machinegun reference (current ygofm src) under gcc_2_8_1_g8_split; exact result: Exact pure-C result from the ygofm reference (110 instructions), byte-verified with tmp/port/probe.py under gcc_2_8_1_g8_split. No further notes in the reference."
post_terminal_resolution,0x8001D344,1,tmp/references/ygofm-decomp-machinegun/src/func_8001D344.c,c36bb87ece3b5b65bf3c851786dc01d8d24b75084c51ce8aca86a0cf2937d469,gcc_2_8_1_g8,tmp/func_8001D344_candidate.c,c92d2a8fe5deca0ba4f2d57a5a4c0ddedbaab31a2af70b9db8b5d676bc8bc2f5,matched,"New control-flow discriminator: retain the three-iteration for loop and nested clamp comparisons rather than factoring the comparison result into a temporary. Exact bytes, relocations, sections, and 0x80 size."
reference_match,0x8001D344,1,tmp/references/ygofm-decomp/src/func_8001D344.c,c36bb87ece3b5b65bf3c851786dc01d8d24b75084c51ce8aca86a0cf2937d469,gcc_2_8_1_g0,tmp/agents/reference-pure-2/candidates/func_8001D344_v1.c,8c7be7fb248000844531442d2ed6f893a2d3d1f8727307da324c6c3371a1ee19,nonmatch,byte +0x0: 60!=03; word +0x0: 60008a84!=03000624; relocations match; size 128/128
reference_match,0x8001D344,2,tmp/references/ygofm-decomp/src/func_8001D344.c,c36bb87ece3b5b65bf3c851786dc01d8d24b75084c51ce8aca86a0cf2937d469,gcc_2_8_1_g0,tmp/agents/reference-pure-2/candidates/func_8001D344_v2.c,a1202d44a4c10db9c788dc641be6e20baf6c02ab0a8bc67fecb752f269089047,nonmatch,byte +0x0: 60!=f8; word +0x0: 60008a84!=f8ffbd27; relocations differ; size 168/128
reference_match,0x8001D344,3,tmp/references/ygofm-decomp/src/func_8001D344.c,c36bb87ece3b5b65bf3c851786dc01d8d24b75084c51ce8aca86a0cf2937d469,gcc_2_8_1_g0,tmp/agents/reference-pure-2/candidates/func_8001D344_v3.c,73b670389f7c84fc186397522a9cb715dbc732180b596b55867159083387fdf3,nonmatch,byte +0x0: 60!=03; word +0x0: 60008a84!=03000724; relocations match; size 128/128
reference_match,0x8001D344,4,tmp/references/ygofm-decomp/src/func_8001D344.c,c36bb87ece3b5b65bf3c851786dc01d8d24b75084c51ce8aca86a0cf2937d469,gcc_2_8_1_g0_no_sched2,tmp/agents/reference-pure-2/candidates/func_8001D344_v4.c,73b670389f7c84fc186397522a9cb715dbc732180b596b55867159083387fdf3,nonmatch,byte +0x0: 60!=03; word +0x0: 60008a84!=03000724; relocations match; size 128/128
reference_match,0x8001D344,5,tmp/references/ygofm-decomp/src/func_8001D344.c,c36bb87ece3b5b65bf3c851786dc01d8d24b75084c51ce8aca86a0cf2937d469,gcc_2_8_1_o1_g0,tmp/agents/reference-pure-2/candidates/func_8001D344_v5.c,73b670389f7c84fc186397522a9cb715dbc732180b596b55867159083387fdf3,nonmatch,byte +0x0: 60!=03; word +0x0: 60008a84!=03000724; relocations match; size 128/128
reference_match,0x8001D344,6,tmp/references/ygofm-decomp/src/func_8001D344.c,c36bb87ece3b5b65bf3c851786dc01d8d24b75084c51ce8aca86a0cf2937d469,gcc_2_8_1_g0,tmp/agents/reference-pure-2/candidates/func_8001D344_v6.c,de8c495cd78176041c072585b4889978f25355967737b1a4e8921d5a11c69488,deferred,byte +0x0: 60!=03; word +0x0: 60008a84!=03000724; relocations differ; size 136/128
inline_refinement,0x8001D3C4,1,tmp/references/ygofm-decomp/src/func_8001D3C4.c,90580eaa67a9c1f1803c0fc1d039ba2303ad8c3df83e16403493a20a43a0afb6,gcc_2_8_1_g8,tmp/agents/inline-asm-inventory/candidates/0x8001D3C4/attempt-1.c,d1207b527a07ffc01c269d05c72b4b1f68660e961c6edfc5bff41952fb892838,matched,pure-C candidate matched the full executable exactly
post_terminal_resolution,0x8001D5B4,1,,,gcc_2_8_1_g8,tmp/cand/func_8001D5B4.c,254fbc63e836de341e004001f530d57672122c34aceaa00f0f5dcf39bc3e9bfb,matched,"New discriminator: A generated 432-variant sweep over branch polarity, return placement, arm nesting and profile, ranked by encoding-based opcode multiset distance rather than positional diff. The winning shape is an if/else-if/else with an explicit return inside each of the three arms, which no single-axis probe reaches because it requires the else-if nesting and the per-arm returns together.; exact result: Exact full-executable SHA-256 match. Computes a cursor step direction: clears the direction, compares the destination row against the cursor row and then the destination column against the cursor column, and writes -1, 0, 1, 2 or 3 into D_8009B160, returning 0 only when both already match. The canonical residual +0x10 03!=05 is a branch displacement two instructions short, caused by the arms sharing a store tail; the else-if shape with a return in every arm keeps five distinct stores as the target does. Earlier hand probes stalled at 45 of 47 instructions because each single-axis change left the count invariant."
reference_match,0x8001D5B4,1,tmp/references/ygofm-decomp/src/func_8001D5B4.c,e8064ac17f4b4dc732059e2e251c59318340b17e913da5253f1d7001ffe42c42,gcc_2_8_1_g8,tmp/agents/reference-asm-1/prepared/func_8001D5B4.c,be632275d653de0bfc1e6b2baf6b5defae83b9c943a71d607f4fc0896b434c24,nonmatch,text_exact=false; text_diff=148; size=160/188; relocations_exact=false; section_issue=false
reference_match,0x8001D5B4,2,tmp/references/ygofm-decomp/src/func_8001D5B4.c,e8064ac17f4b4dc732059e2e251c59318340b17e913da5253f1d7001ffe42c42,gcc_2_8_1_g8_split,tmp/agents/reference-asm-1/prepared/func_8001D5B4.c,be632275d653de0bfc1e6b2baf6b5defae83b9c943a71d607f4fc0896b434c24,nonmatch,text_exact=false; text_diff=148; size=160/188; relocations_exact=false; section_issue=false
reference_match,0x8001D5B4,3,tmp/references/ygofm-decomp/src/func_8001D5B4.c,e8064ac17f4b4dc732059e2e251c59318340b17e913da5253f1d7001ffe42c42,gcc_2_8_1_g0,tmp/agents/reference-asm-1/prepared/func_8001D5B4.c,be632275d653de0bfc1e6b2baf6b5defae83b9c943a71d607f4fc0896b434c24,nonmatch,text_exact=false; text_diff=139; size=188/188; relocations_exact=false; section_issue=false
reference_match,0x8001D5B4,4,tmp/references/ygofm-decomp/src/func_8001D5B4.c,e8064ac17f4b4dc732059e2e251c59318340b17e913da5253f1d7001ffe42c42,gcc_2_8_1_g0_split,tmp/agents/reference-asm-1/prepared/func_8001D5B4.c,be632275d653de0bfc1e6b2baf6b5defae83b9c943a71d607f4fc0896b434c24,nonmatch,text_exact=false; text_diff=168; size=184/188; relocations_exact=false; section_issue=false
reference_match,0x8001D5B4,5,tmp/references/ygofm-decomp/src/func_8001D5B4.c,e8064ac17f4b4dc732059e2e251c59318340b17e913da5253f1d7001ffe42c42,gcc_2_8_1_g8_no_sched2,tmp/agents/reference-asm-1/prepared/func_8001D5B4.c,be632275d653de0bfc1e6b2baf6b5defae83b9c943a71d607f4fc0896b434c24,nonmatch,text_exact=false; text_diff=157; size=164/188; relocations_exact=false; section_issue=false
reference_match,0x8001D5B4,6,tmp/references/ygofm-decomp/src/func_8001D5B4.c,e8064ac17f4b4dc732059e2e251c59318340b17e913da5253f1d7001ffe42c42,gcc_2_8_1_g0_no_sched2,tmp/agents/reference-asm-1/prepared/func_8001D5B4.c,be632275d653de0bfc1e6b2baf6b5defae83b9c943a71d607f4fc0896b434c24,deferred,text_exact=false; text_diff=155; size=192/188; relocations_exact=false; section_issue=false
reference_match,0x8001EFD4,1,tmp/references/ygofm-decomp/src/func_8001EFD4.c,d56ee3ae361ccc2ba48dc5ae90f7a24d0cb699a6ecd3a02ee30eee4896b478cf,gcc_2_8_1_g8,tmp/agents/reference-pure-5/prepared/func_8001EFD4.c,3082258587bd7cb9e83c22413c4d491500a22887be1e378db68bde909b888cb8,nonmatch,text_exact=false; text_diff=194; size=248/252; relocations_exact=false; section_issue=false
reference_match,0x8001EFD4,2,tmp/references/ygofm-decomp/src/func_8001EFD4.c,d56ee3ae361ccc2ba48dc5ae90f7a24d0cb699a6ecd3a02ee30eee4896b478cf,gcc_2_8_1_g8_split,tmp/agents/reference-pure-5/prepared/func_8001EFD4.c,3082258587bd7cb9e83c22413c4d491500a22887be1e378db68bde909b888cb8,matched,text_exact=true; text_diff=0; size=252/252; relocations_exact=true; section_issue=false
post_terminal_resolution,0x8001F0D0,1,tmp/references/ygofm-decomp-machinegun/src/func_8001F0D0.c,21efbd93dc02262bcea7ae12e40f30cfdc0816e36e5c1d3ec3289587e61c7cdf,gcc_2_8_1_g8_split,tmp/agents/machinegun3/prepared/func_8001F0D0.c,6ac18475fcff2421f71139e8c9378b7e41d6b01328a8dfd50ab7ade0659aa704,matched,"Exact pure-C result from the ygofm reference (165 instructions), byte-verified with tmp/port/probe.py under gcc_2_8_1_g8_split. No further notes in the reference."
post_terminal_resolution,0x8001F364,1,tmp/references/ygofm-decomp-machinegun/src/func_8001F364.c,45ff608e7b973e4842f9bc212dcba317047d4aac29c2ca9b9ae1dbec7d6d6dec,gcc_2_8_1_g8_split,tmp/agents/machinegun3/prepared/func_8001F364.c,00e5aea79bb9cecdc84f555eb7761d07e6ffb1569043cd3c0261203903d116af,matched,"Exact pure-C result from the ygofm reference (126 instructions, the four-state fade sequencer on D_8009B210). Needs the split-address profile (gcc_2_8_1_g8 is 500 against 504 bytes) and three new linker symbols the listing references by name: D_8009B1B8, D_800F284A and D_8009B1D0. Load-bearing: the arms as goto targets in retail's address order inside ONE do/while(0) round the region from mode 0's return through mode 2 (a second pin round all the arms is 6 off), the 0x48000 split as a base local plus g = r + idx * 0x1C + 0x48000, a nested if in mode 1 rather than an early return, and the +4 halfword copy written with the store address assigned inside the expression next to a named load address -- the same statement as two plain assignments is 6 off."
post_terminal_resolution,0x80020988,1,tmp/references/ygofm-decomp-machinegun/src/func_80020988.c,aacaaca82b71941ef645d6443908d48be54f63b36a75d2a3014c2078ac6e44d4,gcc_2_8_1_g8,tmp/agents/machinegun3/prepared/func_80020988.c,2b510db0a26d6c041a523ae76ce37caf145e666c5a2b6d1c6f5887ea6f17547f,matched,"New discriminator: new source: the ygofm-decomp-machinegun reference (current ygofm src) under gcc_2_8_1_g8; exact result: Exact pure-C result from the ygofm reference (151 instructions), byte-verified with tmp/port/probe.py under gcc_2_8_1_g8. No further notes in the reference."
post_terminal_resolution,0x80020BE4,1,tmp/references/ygofm-decomp-machinegun/src/func_80020BE4.c,b7585af547eefd4565c9202aef72f41f04fa945d9a79fa33ca03f9041ccab78d,gcc_2_8_1_g0_no_split,tmp/func_80020BE4_candidate.c,7201d7c5e2981f1b3c8229754a141d9d752caa68806c660e718660064f6fbb0f,matched,Updated collaborator source exactly matches all 360 text bytes and relocations; volatile D_8009B0F4 preserves the two retail reloads across state updates.
reference_match,0x80020BE4,1,tmp/references/ygofm-decomp/src/func_80020BE4.c,b7585af547eefd4565c9202aef72f41f04fa945d9a79fa33ca03f9041ccab78d,gcc_2_8_1_g8,tmp/agents/reference-pure-7/prepared/func_80020BE4.c,5eea606d34dfaafd6c22823d50a81dd277cba16d7b1c5d10d128672eb1a1e74a,nonmatch,text 312/360 bytes; 262 differing bytes; first difference 0x14; relocations_exact=False
reference_match,0x80020BE4,2,tmp/references/ygofm-decomp/src/func_80020BE4.c,b7585af547eefd4565c9202aef72f41f04fa945d9a79fa33ca03f9041ccab78d,gcc_2_8_1_g8_split,tmp/agents/reference-pure-7/prepared/func_80020BE4.c,5eea606d34dfaafd6c22823d50a81dd277cba16d7b1c5d10d128672eb1a1e74a,nonmatch,text 312/360 bytes; 262 differing bytes; first difference 0x14; relocations_exact=False
reference_match,0x80020BE4,3,tmp/references/ygofm-decomp/src/func_80020BE4.c,b7585af547eefd4565c9202aef72f41f04fa945d9a79fa33ca03f9041ccab78d,gcc_2_8_1_g0,tmp/agents/reference-pure-7/prepared/func_80020BE4.c,5eea606d34dfaafd6c22823d50a81dd277cba16d7b1c5d10d128672eb1a1e74a,nonmatch,text 352/360 bytes; 227 differing bytes; first difference 0x14; relocations_exact=False
reference_match,0x80020BE4,4,tmp/references/ygofm-decomp/src/func_80020BE4.c,b7585af547eefd4565c9202aef72f41f04fa945d9a79fa33ca03f9041ccab78d,gcc_2_8_1_g0_split,tmp/agents/reference-pure-7/prepared/func_80020BE4.c,5eea606d34dfaafd6c22823d50a81dd277cba16d7b1c5d10d128672eb1a1e74a,nonmatch,text 336/360 bytes; 234 differing bytes; first difference 0x14; relocations_exact=False
reference_match,0x80020BE4,5,tmp/references/ygofm-decomp/src/func_80020BE4.c,b7585af547eefd4565c9202aef72f41f04fa945d9a79fa33ca03f9041ccab78d,gcc_2_8_1_g8_no_sched2,tmp/agents/reference-pure-7/prepared/func_80020BE4.c,5eea606d34dfaafd6c22823d50a81dd277cba16d7b1c5d10d128672eb1a1e74a,nonmatch,text 312/360 bytes; 275 differing bytes; first difference 0x4; relocations_exact=False
reference_match,0x80020BE4,6,tmp/references/ygofm-decomp/src/func_80020BE4.c,b7585af547eefd4565c9202aef72f41f04fa945d9a79fa33ca03f9041ccab78d,gcc_2_8_1_g0_no_sched2,tmp/agents/reference-pure-7/prepared/func_80020BE4.c,5eea606d34dfaafd6c22823d50a81dd277cba16d7b1c5d10d128672eb1a1e74a,deferred,text 352/360 bytes; 241 differing bytes; first difference 0x4; relocations_exact=False
inline_refinement,0x80020D4C,1,tmp/references/ygofm-decomp/src/func_80020D4C.c,1147dc98036fb0d943884c75e1827092a009fb6b6d60f8b31eb0acaa3427fca4,gcc_2_8_1_g0,tmp/agents/inline-asm-inventory/candidates/0x80020D4C/attempt-1.c,2add0d2dc75c83f9c82b4fa333625d751b2e5c7c8ce9ce0b62bc0e9fc4180ecc,nonmatch,"pure-C full-link mismatch: error: mismatch at file offset 0x11550, VRAM 0x80020d50: expected 0x2c, got 0x28; size 0x1d0800/0x1d0800; SHA-256 38e5a12a4dedf30b23ba7bf692200efe7565088c625688324252d5a709f5a614/84a54ed74f3d0edd6d81380839f7e4ef5bfb21ecea18be9a062bd6bfa5a45c88"
inline_refinement,0x80020D4C,2,tmp/references/ygofm-decomp-unchiga/src/update_orbiting_effect_obj.c,30b1a6fdf44f071e73bddc49ba4be7a48bac272c64e670f8b9dc796f6227b399,gcc_2_8_1_g8_no_split,tmp/agents/unchiga-integration/candidates/func_80020D4C.c,61aa371e92c5450613bd51db66baa604afaea3ef71fb755247d3495242423313,matched,Unchiga pure-C source independently reproduced exact linked text and relocation targets with no allocated non-text sections.
reference_match,0x80021558,1,tmp/references/ygofm-decomp/src/func_80021558.c,ae577b1e8b35f97dbb6e01c3144ac4975bae72cbedfe3ff7be74f5bc4c4c1871,gcc_2_8_1_g0,tmp/agents/reference-pure-1/integration/func_80021558.c,5794e9037621da37efba5c321a131e85f1fb4752cce8ae9fbed2a7003b868be9,nonmatch,"Attempt 1: same-address reference supplied structure only; all primitive widths, signed loads, pointer-vs-array forms, field offsets, strides, and prototypes were independently recovered from local target assembly/relocations/callers. target has no GPREL16 relocations; split choice follows nearest locally matching function; bytes=False, relocations=True, size=64/64 Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
reference_match,0x80021558,2,tmp/references/ygofm-decomp/src/func_80021558.c,ae577b1e8b35f97dbb6e01c3144ac4975bae72cbedfe3ff7be74f5bc4c4c1871,gcc_2_8_1_g0_split,tmp/agents/reference-pure-1/integration/func_80021558.c,5794e9037621da37efba5c321a131e85f1fb4752cce8ae9fbed2a7003b868be9,matched,"Attempt 2: toggled only the local split-address profile at the same G threshold. Attempt 1 showed exact source-level structure but address/register scheduling, relocation-site, or size differences characteristic of split-address codegen.; exact linked text, strict relocations, and no non-text sections Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
inline_refinement,0x80021810,1,tmp/references/ygofm-decomp/src/func_80021810.c,010d4da020d32106cf24db2995f7d8f5b05254b4e8010bfe8d13a1d4b9b54453,gcc_2_8_1_g8,tmp/agents/inline-asm-inventory/candidates/0x80021810/attempt-1.c,fb0c95cb5e3938983657d52fad17e994d6bf5690811129702e6b31571e074660,nonmatch,"pure-C full-link mismatch: error: mismatch at file offset 0x12014, VRAM 0x80021814: expected 0x10, got 0xc0; size 0x1d0800/0x1d0800; SHA-256 ab3e01bd628df3d7eb41e9564ee0e38a4789cfbb17447540856ef00f9cc123fe/84a54ed74f3d0edd6d81380839f7e4ef5bfb21ecea18be9a062bd6bfa5a45c88"
inline_refinement,0x80021810,2,tmp/references/ygofm-decomp-unchiga/src/weighted_random_pick.c,e8764680cac0c6b530c791a1a0836f346ae2613050becb04deeac911ee67d4a3,gcc_2_8_1_g8_split,tmp/agents/unchiga-integration/candidates/func_80021810.c,4e73a25741a06be10b44e95337c44d4e1fb4a5c6aaa7bd29f18802d1b8eb932a,matched,Unchiga pure-C source independently reproduced exact linked text and relocation targets with no allocated non-text sections.
post_terminal_resolution,0x800220B8,1,tmp/references/ygofm-decomp-machinegun/src/func_800220B8.c,9490d12a2821ecdd02f07c38dbb86abd407385661c8309b6a21f4694ab5220ef,gcc_2_8_1_g8_split,tmp/agents/machinegun3/prepared/func_800220B8.c,cba0faef1e05adbd966ba3062b52937c453786d5587fe83b7f5ad1adbc38176e,matched,"New discriminator: new source: the ygofm-decomp-machinegun reference (current ygofm src, a different file hash from the earlier reference_match rows) under gcc_2_8_1_g8_split; exact result: Exact pure-C result from the ygofm reference (143 instructions), byte-verified with tmp/port/probe.py under gcc_2_8_1_g8_split. No further notes in the reference."
reference_match,0x800220B8,1,tmp/references/ygofm-decomp/src/func_800220B8.c,20a09afcc0ba35761ce6828edf7ce413e4e293980dfaa23cc125e1ff1fd3a165,gcc_2_8_1_g0_split,tmp/agents/reference-pure-8/variants/func_800220B8_a1.c,0ee80c75e2052d493c13f0b5313a88838e9c4eb358377acce9ea3430aa16b01f,nonmatch,"Reference structure applied to target-derived local declarations; baseline local GCC 2.8.1 profile selected from target relocations and nearest local exact function; bytes=False, relocations=False, size=448/572"
